# nConsumer,nTime,nTariffIneq,nUtilIneq
5,10,1,5
# Wholesale prices
# Time,Price
0,388
1,72
2,221
3,219
4,365
5,163
6,133
7,163
8,339
9,370
# Total load
# Consumer,MinTotal,MaxTotal
0,3933,6514
1,4301,5345
2,5025,5776
3,4949,6789
4,3409,5589
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,298,753
0,1,328,693
0,2,231,498
0,3,27,409
0,4,716,975
0,5,709,737
0,6,399,801
0,7,295,973
0,8,66,510
0,9,10,380
1,0,41,149
1,1,119,804
1,2,574,832
1,3,36,396
1,4,198,658
1,5,132,448
1,6,867,988
1,7,436,937
1,8,145,242
1,9,758,888
2,0,78,366
2,1,85,655
2,2,522,784
2,3,709,916
2,4,707,708
2,5,752,796
2,6,124,209
2,7,282,304
2,8,372,689
2,9,922,988
3,0,344,607
3,1,111,267
3,2,14,915
3,3,5,451
3,4,193,890
3,5,539,863
3,6,294,308
3,7,303,706
3,8,634,826
3,9,699,908
4,0,250,728
4,1,97,787
4,2,311,508
4,3,241,854
4,4,322,425
4,5,78,563
4,6,526,873
4,7,317,518
4,8,116,817
4,9,558,910
# Tariff
# Time,MinTariff,MaxTariff
0,247,755
1,117,138
2,806,915
3,262,325
4,631,872
5,190,611
6,552,826
7,4,633
8,209,416
9,696,939
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,218,481
0,1,115,583
0,2,145,783
0,3,302,784
0,4,689,877
0,5,463,488
0,6,481,654
0,7,58,840
0,8,181,251
0,9,207,906
1,0,99,978
1,1,374,521
1,2,79,976
1,3,457,482
1,4,129,890
1,5,50,803
1,6,21,157
1,7,46,960
1,8,189,931
1,9,275,770
2,0,557,676
2,1,448,748
2,2,19,836
2,3,630,897
2,4,23,624
2,5,101,709
2,6,519,597
2,7,498,877
2,8,209,770
2,9,102,739
3,0,516,877
3,1,604,993
3,2,267,602
3,3,102,184
3,4,375,941
3,5,255,481
3,6,453,478
3,7,895,919
3,8,581,987
3,9,279,856
4,0,129,256
4,1,365,807
4,2,321,422
4,3,317,966
4,4,142,969
4,5,21,484
4,6,187,361
4,7,442,516
4,8,384,718
4,9,116,595
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,26123,2,9,10,6,3,5,4,5,4,2
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,27169,8,1,2,8,2,5,10,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22128,0,0,0,0,0,0,0,0,0,0,3,2,1,3,1,3,8,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,44496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,5,4,6,7,9,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,6,1,6,3,3,7,8,0,0,0,0,0,0,0,0,0,0
4,34656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,1,5,10,10,3,2,8,10
