# nConsumer,nTime,nTariffIneq,nUtilIneq
15,10,1,15
# Wholesale prices
# Time,Price
0,459
1,410
2,36
3,21
4,482
5,453
6,98
7,445
8,236
9,242
# Total load
# Consumer,MinTotal,MaxTotal
0,4589,5004
1,4346,5619
2,5654,6159
3,4537,5866
4,5079,5294
5,3359,5003
6,4431,6245
7,2912,4596
8,3710,6403
9,5455,6213
10,5018,5344
11,5860,7427
12,3916,4306
13,2672,4620
14,4041,4430
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,167,812
0,1,352,403
0,2,691,965
0,3,261,532
0,4,258,790
0,5,311,915
0,6,282,623
0,7,38,233
0,8,448,704
0,9,254,291
1,0,34,866
1,1,44,57
1,2,482,706
1,3,357,785
1,4,421,604
1,5,666,687
1,6,665,744
1,7,389,602
1,8,17,96
1,9,686,778
2,0,540,979
2,1,371,658
2,2,887,966
2,3,670,833
2,4,276,384
2,5,481,767
2,6,406,407
2,7,49,757
2,8,384,857
2,9,12,842
3,0,627,935
3,1,106,613
3,2,509,975
3,3,212,704
3,4,314,626
3,5,406,662
3,6,581,637
3,7,11,42
3,8,10,740
3,9,65,688
4,0,575,702
4,1,182,560
4,2,426,524
4,3,506,589
4,4,16,129
4,5,234,257
4,6,187,691
4,7,122,684
4,8,183,669
4,9,190,394
5,0,393,980
5,1,716,862
5,2,67,333
5,3,12,279
5,4,59,740
5,5,415,623
5,6,377,706
5,7,564,930
5,8,305,313
5,9,290,397
6,0,375,490
6,1,20,899
6,2,325,502
6,3,486,756
6,4,319,481
6,5,518,769
6,6,820,868
6,7,478,979
6,8,562,847
6,9,258,779
7,0,431,642
7,1,52,286
7,2,413,581
7,3,108,587
7,4,41,304
7,5,257,277
7,6,301,331
7,7,33,498
7,8,702,862
7,9,150,309
8,0,428,855
8,1,467,680
8,2,381,806
8,3,54,304
8,4,5,896
8,5,251,592
8,6,461,808
8,7,391,692
8,8,110,194
8,9,630,678
9,0,404,437
9,1,267,512
9,2,414,874
9,3,258,945
9,4,864,889
9,5,996,1000
9,6,421,716
9,7,7,560
9,8,51,101
9,9,344,623
10,0,460,691
10,1,138,559
10,2,130,705
10,3,881,931
10,4,192,488
10,5,864,965
10,6,731,939
10,7,422,910
10,8,650,684
10,9,275,512
11,0,560,872
11,1,515,661
11,2,305,893
11,3,154,642
11,4,237,476
11,5,788,855
11,6,771,877
11,7,133,850
11,8,687,761
11,9,816,916
12,0,75,561
12,1,160,977
12,2,665,780
12,3,83,123
12,4,55,470
12,5,303,391
12,6,161,407
12,7,491,611
12,8,247,883
12,9,246,554
13,0,70,345
13,1,648,699
13,2,223,801
13,3,14,876
13,4,237,979
13,5,212,484
13,6,161,389
13,7,28,451
13,8,534,856
13,9,124,524
14,0,407,486
14,1,5,727
14,2,458,713
14,3,94,545
14,4,600,759
14,5,734,869
14,6,492,510
14,7,527,606
14,8,374,616
14,9,448,704
# Tariff
# Time,MinTariff,MaxTariff
0,564,726
1,246,780
2,128,480
3,640,814
4,38,256
5,875,932
6,268,845
7,67,960
8,344,437
9,544,651
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,3,400
0,1,502,957
0,2,615,741
0,3,112,623
0,4,316,821
0,5,360,519
0,6,699,879
0,7,190,755
0,8,291,766
0,9,150,480
1,0,44,886
1,1,571,587
1,2,685,815
1,3,87,810
1,4,484,606
1,5,101,779
1,6,46,510
1,7,671,914
1,8,725,921
1,9,365,583
2,0,402,629
2,1,639,1000
2,2,613,922
2,3,434,856
2,4,700,790
2,5,478,661
2,6,213,872
2,7,85,168
2,8,132,610
2,9,611,634
3,0,246,827
3,1,402,508
3,2,331,408
3,3,413,681
3,4,67,717
3,5,619,896
3,6,548,835
3,7,491,578
3,8,349,545
3,9,30,293
4,0,93,107
4,1,688,807
4,2,201,790
4,3,363,963
4,4,235,305
4,5,361,545
4,6,240,653
4,7,610,664
4,8,198,331
4,9,829,896
5,0,611,889
5,1,299,404
5,2,108,853
5,3,633,967
5,4,526,671
5,5,435,785
5,6,227,252
5,7,17,853
5,8,152,405
5,9,583,978
6,0,331,954
6,1,650,768
6,2,302,521
6,3,853,940
6,4,228,856
6,5,858,923
6,6,197,604
6,7,41,533
6,8,233,495
6,9,429,527
7,0,190,986
7,1,904,971
7,2,19,491
7,3,337,957
7,4,203,858
7,5,515,712
7,6,164,689
7,7,432,784
7,8,1,905
7,9,145,694
8,0,342,632
8,1,11,212
8,2,807,999
8,3,126,898
8,4,399,597
8,5,108,419
8,6,595,780
8,7,100,721
8,8,743,787
8,9,452,940
9,0,514,653
9,1,676,830
9,2,168,938
9,3,318,865
9,4,246,537
9,5,804,978
9,6,111,771
9,7,222,287
9,8,118,679
9,9,191,228
10,0,323,636
10,1,649,808
10,2,214,516
10,3,707,752
10,4,876,923
10,5,813,866
10,6,347,368
10,7,347,640
10,8,364,793
10,9,769,813
11,0,135,978
11,1,253,548
11,2,689,926
11,3,118,440
11,4,188,377
11,5,430,699
11,6,786,949
11,7,249,553
11,8,513,731
11,9,288,603
12,0,883,972
12,1,238,434
12,2,523,803
12,3,265,779
12,4,499,851
12,5,528,628
12,6,551,862
12,7,391,723
12,8,15,274
12,9,74,998
13,0,749,1000
13,1,51,775
13,2,537,945
13,3,152,921
13,4,61,468
13,5,115,327
13,6,239,672
13,7,436,839
13,8,205,339
13,9,353,789
14,0,127,710
14,1,118,452
14,2,652,845
14,3,610,624
14,4,195,302
14,5,27,410
14,6,149,556
14,7,2,495
14,8,167,371
14,9,803,811
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,19422,3,4,2,1,8,9,5,6,4,3
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,14069,9,4,2,4,1,2,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32812,0,0,0,0,0,0,0,0,0,0,4,5,10,2,5,0,5,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1,6,8,3,5,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,34476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,1,9,7,4,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,20087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,9,7,7,1,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,35559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,7,7,3,10,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,10,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,29837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,6,1,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,19826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,10,9,6,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,27661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,7,6,4,9,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
