# nConsumer,nTime,nTariffIneq,nUtilIneq
15,15,1,15
# Wholesale prices
# Time,Price
0,498
1,327
2,388
3,21
4,202
5,22
6,452
7,417
8,90
9,203
10,477
11,459
12,321
13,411
14,251
# Total load
# Consumer,MinTotal,MaxTotal
0,5298,6837
1,10129,10754
2,7500,8325
3,5315,8591
4,6049,6586
5,7799,10078
6,7985,9793
7,6613,7949
8,6135,10013
9,6714,9798
10,6842,9195
11,7403,9464
12,5482,10906
13,5937,6429
14,7728,7983
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,273,531
0,1,740,817
0,2,778,995
0,3,22,726
0,4,68,214
0,5,151,743
0,6,447,639
0,7,296,332
0,8,36,829
0,9,771,780
0,10,177,184
0,11,8,342
0,12,110,649
0,13,123,389
0,14,91,503
1,0,304,876
1,1,516,681
1,2,566,988
1,3,92,540
1,4,785,887
1,5,418,950
1,6,387,741
1,7,489,979
1,8,711,918
1,9,594,713
1,10,202,557
1,11,295,406
1,12,219,313
1,13,101,470
1,14,493,785
2,0,448,777
2,1,200,306
2,2,380,713
2,3,845,916
2,4,690,797
2,5,142,198
2,6,19,843
2,7,498,790
2,8,942,976
2,9,258,876
2,10,268,906
2,11,478,637
2,12,369,457
2,13,461,567
2,14,529,865
3,0,433,745
3,1,369,990
3,2,67,404
3,3,205,515
3,4,274,761
3,5,429,859
3,6,581,835
3,7,178,378
3,8,521,586
3,9,301,466
3,10,34,689
3,11,297,572
3,12,91,888
3,13,761,943
3,14,595,831
4,0,564,734
4,1,319,904
4,2,362,741
4,3,202,517
4,4,1,902
4,5,180,529
4,6,231,531
4,7,98,523
4,8,213,940
4,9,276,401
4,10,146,371
4,11,393,494
4,12,80,224
4,13,31,867
4,14,25,286
5,0,360,757
5,1,439,788
5,2,69,209
5,3,887,910
5,4,142,190
5,5,97,834
5,6,40,745
5,7,265,991
5,8,482,555
5,9,338,565
5,10,170,995
5,11,85,677
5,12,535,774
5,13,198,321
5,14,168,901
6,0,50,813
6,1,739,777
6,2,720,798
6,3,590,601
6,4,967,997
6,5,539,908
6,6,113,478
6,7,347,909
6,8,521,861
6,9,20,326
6,10,108,754
6,11,275,299
6,12,146,728
6,13,58,374
6,14,373,700
7,0,215,951
7,1,449,598
7,2,982,986
7,3,121,599
7,4,760,873
7,5,283,991
7,6,287,584
7,7,380,484
7,8,155,998
7,9,392,395
7,10,34,628
7,11,635,975
7,12,384,549
7,13,457,661
7,14,748,761
8,0,333,413
8,1,796,878
8,2,127,627
8,3,377,903
8,4,106,783
8,5,649,880
8,6,252,938
8,7,91,209
8,8,447,474
8,9,9,97
8,10,502,972
8,11,123,699
8,12,36,388
8,13,93,1000
8,14,277,782
9,0,473,966
9,1,36,508
9,2,349,407
9,3,471,604
9,4,173,620
9,5,156,912
9,6,271,842
9,7,825,952
9,8,138,878
9,9,426,439
9,10,589,910
9,11,845,895
9,12,821,892
9,13,38,67
9,14,222,948
10,0,136,342
10,1,25,474
10,2,230,870
10,3,578,974
10,4,351,720
10,5,638,870
10,6,163,546
10,7,543,895
10,8,18,33
10,9,70,696
10,10,444,759
10,11,812,845
10,12,109,438
10,13,19,457
10,14,612,851
11,0,679,774
11,1,141,164
11,2,53,915
11,3,239,513
11,4,286,958
11,5,143,741
11,6,625,953
11,7,404,659
11,8,233,823
11,9,52,198
11,10,780,883
11,11,951,965
11,12,208,246
11,13,531,741
11,14,404,743
12,0,243,764
12,1,219,887
12,2,14,911
12,3,166,937
12,4,253,795
12,5,130,954
12,6,185,201
12,7,576,774
12,8,586,929
12,9,247,724
12,10,244,945
12,11,185,233
12,12,521,955
12,13,200,277
12,14,445,974
13,0,859,887
13,1,182,469
13,2,41,511
13,3,264,816
13,4,171,401
13,5,186,289
13,6,595,993
13,7,760,786
13,8,870,995
13,9,136,663
13,10,249,391
13,11,291,483
13,12,340,672
13,13,95,178
13,14,390,427
14,0,677,761
14,1,584,801
14,2,63,422
14,3,375,851
14,4,329,894
14,5,148,936
14,6,364,709
14,7,167,724
14,8,538,602
14,9,710,763
14,10,39,502
14,11,17,858
14,12,332,417
14,13,35,287
14,14,670,953
# Tariff
# Time,MinTariff,MaxTariff
0,586,899
1,63,229
2,205,942
3,67,77
4,83,774
5,373,540
6,35,924
7,216,750
8,674,945
9,488,971
10,945,985
11,329,750
12,725,991
13,785,986
