# nConsumer,nTime,nTariffIneq,nUtilIneq
10,10,1,10
# Wholesale prices
# Time,Price
0,234
1,431
2,310
3,193
4,142
5,106
6,460
7,287
8,379
9,228
# Total load
# Consumer,MinTotal,MaxTotal
0,4556,4795
1,4050,6750
2,3047,3621
3,3996,6106
4,4222,6282
5,5249,6234
6,3340,5820
7,3085,5628
8,5662,6840
9,3675,5383
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,28,635
0,1,116,972
0,2,154,590
0,3,289,337
0,4,418,775
0,5,225,437
0,6,256,324
0,7,13,937
0,8,35,320
0,9,511,832
1,0,478,913
1,1,39,675
1,2,352,916
1,3,318,351
1,4,500,969
1,5,704,922
1,6,933,959
1,7,434,662
1,8,24,607
1,9,234,511
2,0,123,241
2,1,82,169
2,2,339,585
2,3,150,426
2,4,631,776
2,5,449,552
2,6,461,503
2,7,4,375
2,8,117,396
2,9,343,585
3,0,565,577
3,1,446,816
3,2,30,527
3,3,199,455
3,4,49,106
3,5,366,942
3,6,194,879
3,7,214,947
3,8,344,944
3,9,705,859
4,0,1,921
4,1,68,883
4,2,20,907
4,3,510,958
4,4,594,943
4,5,211,737
4,6,280,891
4,7,55,960
4,8,772,979
4,9,9,139
5,0,436,548
5,1,557,831
5,2,49,360
5,3,395,975
5,4,81,970
5,5,72,277
5,6,365,790
5,7,694,947
5,8,50,687
5,9,520,970
6,0,216,851
6,1,11,655
6,2,57,362
6,3,0,78
6,4,510,862
6,5,496,980
6,6,53,283
6,7,600,913
6,8,166,477
6,9,271,784
7,0,462,590
7,1,253,711
7,2,526,952
7,3,16,886
7,4,52,333
7,5,7,737
7,6,563,740
7,7,255,770
7,8,108,580
7,9,393,823
8,0,676,704
8,1,97,704
8,2,249,977
8,3,348,902
8,4,168,944
8,5,32,795
8,6,808,856
8,7,227,336
8,8,742,808
8,9,389,833
9,0,134,961
9,1,128,664
9,2,224,487
9,3,706,822
9,4,182,346
9,5,76,886
9,6,9,336
9,7,871,915
9,8,111,684
9,9,88,754
# Tariff
# Time,MinTariff,MaxTariff
0,31,862
1,169,615
2,290,563
3,114,461
4,327,476
5,456,607
6,11,420
7,732,994
8,64,623
9,589,804
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,559,856
0,1,546,571
0,2,20,823
0,3,723,977
0,4,389,541
0,5,118,251
0,6,162,542
0,7,717,982
0,8,596,818
0,9,106,568
1,0,176,199
1,1,276,947
1,2,502,878
1,3,313,758
1,4,863,901
1,5,107,598
1,6,486,707
1,7,342,966
1,8,395,519
1,9,349,635
2,0,28,46
2,1,49,912
2,2,104,701
2,3,451,808
2,4,443,817
2,5,677,722
2,6,528,634
2,7,4,473
2,8,19,292
2,9,23,645
3,0,170,619
3,1,40,383
3,2,167,583
3,3,513,802
3,4,89,701
3,5,635,852
3,6,689,952
3,7,152,178
3,8,40,226
3,9,47,603
4,0,378,379
4,1,100,374
4,2,720,915
4,3,666,780
4,4,469,567
4,5,69,293
4,6,387,938
4,7,434,475
4,8,255,721
4,9,178,800
5,0,390,856
5,1,384,974
5,2,9,243
5,3,132,614
5,4,604,909
5,5,400,415
5,6,655,942
5,7,243,860
5,8,429,474
5,9,18,752
6,0,219,667
6,1,51,96
6,2,153,682
6,3,364,750
6,4,232,858
6,5,302,381
6,6,97,102
6,7,255,392
6,8,275,581
6,9,429,494
7,0,274,719
7,1,385,499
7,2,612,827
7,3,177,349
7,4,402,572
7,5,116,454
7,6,421,432
7,7,131,182
7,8,432,700
7,9,526,683
8,0,540,989
8,1,384,843
8,2,483,993
8,3,11,906
8,4,183,980
8,5,334,662
8,6,327,471
8,7,323,751
8,8,160,254
8,9,207,780
9,0,540,675
9,1,199,612
9,2,4,420
9,3,67,299
9,4,258,435
9,5,368,552
9,6,106,547
9,7,388,740
9,8,5,412
9,9,230,242
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,10745,8,0,6,8,7,2,10,1,9,5
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
