# nConsumer,nTime,nTariffIneq,nUtilIneq
5,5,1,1
# Wholesale prices
# Time,Price
0,419
1,170
2,352
3,44
4,364
# Total load
# Consumer,MinTotal,MaxTotal
0,2918,3610
1,2993,3583
2,1572,3340
3,899,2639
4,2209,3212
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,912,995
0,1,174,997
0,2,305,548
0,3,627,965
0,4,498,569
1,0,55,478
1,1,468,725
1,2,460,915
1,3,523,707
1,4,255,773
2,0,63,896
2,1,547,767
2,2,231,534
2,3,22,794
2,4,308,433
3,0,144,770
3,1,488,717
3,2,69,800
3,3,227,246
3,4,68,78
4,0,490,543
4,1,425,870
4,2,578,723
4,3,66,390
4,4,645,892
# Tariff
# Time,MinTariff,MaxTariff
0,353,646
1,177,586
2,630,634
3,11,713
4,221,472
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,214,640
0,1,341,503
0,2,494,809
0,3,619,772
0,4,422,839
1,0,106,830
1,1,289,348
1,2,57,780
1,3,320,842
1,4,549,959
2,0,232,365
2,1,150,552
2,2,360,714
2,3,380,733
2,4,104,450
3,0,204,224
3,1,312,929
3,2,59,563
3,3,537,959
3,4,171,345
4,0,193,558
4,1,735,784
4,2,158,833
4,3,688,902
4,4,347,681
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,8764,9,6,4,4,3
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,86668,6,10,0,9,7,2,0,6,8,4,9,1,7,7,1,8,5,0,10,9,5,8,9,10,2
