# nConsumer,nTime,nTariffIneq,nUtilIneq
10,15,1,10
# Wholesale prices
# Time,Price
0,4
1,166
2,339
3,476
4,143
5,259
6,244
7,388
8,153
9,173
10,202
11,453
12,245
13,289
14,22
# Total load
# Consumer,MinTotal,MaxTotal
0,5288,7168
1,4616,7570
2,7917,9368
3,10564,12013
4,6122,7314
5,4443,4665
6,6800,8381
7,5299,8291
8,6733,9454
9,5430,10377
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,83,483
0,1,576,605
0,2,203,819
0,3,257,765
0,4,505,906
0,5,194,523
0,6,189,441
0,7,117,281
0,8,724,763
0,9,324,855
0,10,477,972
0,11,52,856
0,12,323,878
0,13,55,903
0,14,17,79
1,0,198,678
1,1,8,71
1,2,555,773
1,3,465,790
1,4,337,683
1,5,58,501
1,6,609,916
1,7,303,854
1,8,1,85
1,9,687,740
1,10,544,556
1,11,196,767
1,12,313,962
1,13,195,533
1,14,119,537
2,0,153,707
2,1,46,352
2,2,410,756
2,3,847,907
2,4,627,633
2,5,504,628
2,6,882,980
2,7,131,900
2,8,474,570
2,9,541,916
2,10,284,683
2,11,24,364
2,12,110,999
2,13,161,363
2,14,10,619
3,0,622,752
3,1,560,975
3,2,940,941
3,3,466,708
3,4,63,966
3,5,448,998
3,6,250,563
3,7,314,849
3,8,166,853
3,9,113,716
3,10,15,883
3,11,419,976
3,12,880,943
3,13,492,882
3,14,100,356
4,0,155,363
4,1,200,822
4,2,153,533
4,3,775,874
4,4,777,868
4,5,100,449
4,6,570,905
4,7,694,803
4,8,357,739
4,9,490,899
4,10,292,829
4,11,36,208
4,12,373,865
4,13,4,607
4,14,61,693
5,0,586,909
5,1,400,733
5,2,155,516
5,3,36,886
5,4,573,873
5,5,312,838
5,6,162,912
5,7,48,526
5,8,228,270
5,9,48,490
5,10,199,539
5,11,10,356
5,12,528,970
5,13,106,332
5,14,60,648
6,0,489,759
6,1,191,569
6,2,170,396
6,3,653,811
6,4,200,665
6,5,470,686
6,6,278,668
6,7,115,228
6,8,433,766
6,9,391,530
6,10,5,205
6,11,280,740
6,12,834,919
6,13,111,610
6,14,337,799
7,0,155,217
7,1,248,410
7,2,561,608
7,3,768,934
7,4,528,883
7,5,227,654
7,6,254,362
