# nConsumer,nTime,nTariffIneq,nUtilIneq
15,10,1,1
# Wholesale prices
# Time,Price
0,483
1,393
2,219
3,325
4,13
5,199
6,360
7,79
8,73
9,313
# Total load
# Consumer,MinTotal,MaxTotal
0,3467,5357
1,4849,5640
2,4632,5189
3,2938,4701
4,4830,6899
5,4837,6238
6,3736,7144
7,3388,6176
8,3846,4914
9,3708,4446
10,3407,4730
11,4686,5488
12,3680,6215
13,4894,6917
14,3263,4400
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,406,854
0,1,462,694
0,2,65,71
0,3,275,443
0,4,105,395
0,5,343,915
0,6,92,895
0,7,561,889
0,8,428,892
0,9,828,952
1,0,367,469
1,1,224,879
1,2,667,923
1,3,119,544
1,4,581,688
1,5,492,634
1,6,540,802
1,7,139,890
1,8,234,448
1,9,234,386
2,0,176,970
2,1,259,825
2,2,539,739
2,3,726,933
2,4,696,972
2,5,104,968
2,6,888,933
2,7,156,202
2,8,138,336
2,9,407,570
3,0,107,418
3,1,127,422
3,2,691,895
3,3,47,851
3,4,218,494
3,5,84,586
3,6,492,880
3,7,405,770
3,8,207,503
3,9,556,694
4,0,3,538
4,1,684,888
4,2,338,991
4,3,442,667
4,4,503,807
4,5,37,817
4,6,439,979
4,7,510,828
4,8,238,948
4,9,661,971
5,0,81,415
5,1,732,781
5,2,178,764
5,3,853,892
5,4,305,615
5,5,60,286
5,6,472,887
5,7,149,869
5,8,321,764
5,9,799,846
6,0,656,940
6,1,307,946
6,2,361,744
6,3,9,618
6,4,80,552
6,5,2,472
6,6,309,695
6,7,336,624
6,8,91,862
6,9,245,769
7,0,100,925
7,1,98,233
7,2,502,764
7,3,341,516
7,4,393,862
7,5,371,539
7,6,63,691
7,7,257,491
7,8,667,819
7,9,49,374
8,0,38,856
8,1,780,825
8,2,426,686
8,3,432,639
8,4,815,823
8,5,28,849
8,6,506,614
8,7,44,267
8,8,564,797
8,9,175,272
9,0,463,861
9,1,111,314
9,2,299,357
9,3,415,816
9,4,79,551
9,5,48,547
9,6,383,600
9,7,410,504
9,8,71,325
9,9,214,922
10,0,531,708
10,1,25,804
10,2,2,965
10,3,332,837
10,4,421,471
10,5,652,914
10,6,31,861
10,7,75,410
10,8,1,132
10,9,540,742
11,0,73,440
11,1,400,422
11,2,344,883
11,3,830,847
11,4,464,575
11,5,523,579
11,6,244,745
11,7,459,818
11,8,417,531
11,9,398,446
12,0,263,532
12,1,396,916
12,2,230,907
12,3,44,346
12,4,246,972
12,5,40,316
12,6,925,937
12,7,467,825
12,8,599,643
12,9,511,752
13,0,180,556
13,1,745,935
13,2,288,581
13,3,51,440
13,4,833,923
13,5,188,618
13,6,675,805
13,7,471,944
13,8,21,927
13,9,340,730
14,0,68,333
14,1,270,611
14,2,74,279
14,3,145,607
14,4,110,240
14,5,395,804
14,6,197,940
14,7,323,429
14,8,558,580
14,9,277,383
# Tariff
# Time,MinTariff,MaxTariff
0,692,726
1,138,611
2,354,873
3,474,791
4,139,942
5,370,639
6,574,628
7,282,496
8,128,716
9,684,852
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,396,469
0,1,291,550
0,2,404,697
0,3,290,830
0,4,282,755
0,5,693,801
0,6,247,323
0,7,298,922
0,8,513,701
0,9,479,484
1,0,177,246
1,1,417,870
1,2,21,56
1,3,285,465
1,4,188,939
1,5,196,725
1,6,974,987
1,7,84,677
1,8,362,997
1,9,1,585
2,0,195,329
2,1,144,740
2,2,180,697
2,3,426,948
2,4,96,644
2,5,140,701
2,6,209,288
2,7,185,466
2,8,260,954
2,9,437,552
3,0,324,705
3,1,493,541
3,2,431,575
3,3,54,976
3,4,537,980
3,5,194,942
3,6,357,366
3,7,19,567
3,8,77,101
3,9,235,297
4,0,150,705
4,1,138,457
4,2,413,490
4,3,569,694
4,4,93,204
4,5,97,122
4,6,94,471
4,7,706,980
4,8,773,875
4,9,160,820
5,0,480,807
5,1,416,827
5,2,294,526
5,3,700,848
5,4,411,853
5,5,41,408
5,6,808,964
5,7,142,218
5,8,345,540
5,9,453,493
6,0,57,72
6,1,742,939
6,2,479,917
6,3,105,462
6,4,213,914
6,5,72,658
6,6,568,740
6,7,386,858
6,8,30,435
6,9,6,26
7,0,84,278
7,1,310,524
7,2,3,857
7,3,538,731
7,4,110,406
7,5,302,531
7,6,6,773
7,7,308,315
7,8,554,980
7,9,860,891
8,0,545,949
8,1,18,294
8,2,552,614
8,3,562,630
8,4,315,721
8,5,507,762
8,6,218,800
8,7,380,549
8,8,126,525
8,9,265,958
9,0,379,979
9,1,608,869
9,2,210,281
9,3,282,664
9,4,72,604
9,5,586,657
9,6,594,795
9,7,56,200
9,8,47,859
9,9,48,120
10,0,176,666
10,1,958,984
10,2,435,522
10,3,24,596
10,4,274,379
10,5,530,610
10,6,292,880
10,7,120,135
10,8,444,804
10,9,202,424
11,0,761,934
11,1,308,520
11,2,12,612
11,3,239,366
11,4,3,888
11,5,23,426
11,6,96,949
11,7,443,502
11,8,299,449
11,9,106,406
12,0,387,764
12,1,64,730
12,2,236,724
12,3,118,133
12,4,34,323
12,5,10,118
12,6,361,583
12,7,365,549
12,8,43,554
12,9,354,612
13,0,708,925
13,1,762,900
13,2,434,969
13,3,164,706
13,4,249,953
13,5,198,320
13,6,105,904
13,7,26,146
13,8,30,252
13,9,152,1000
14,0,252,903
14,1,116,267
14,2,684,956
14,3,232,661
14,4,484,864
14,5,455,706
14,6,307,669
14,7,309,955
14,8,78,977
14,9,353,995
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,16967,3,1,3,2,3,6,2,9,0,6
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,412755,4,8,3,2,2,5,2,5,1,10,6,10,10,4,0,10,0,7,2,2,7,6,2,10,8,9,6,3,4,4,6,10,9,8,1,6,6,3,2,1,5,10,1,5,9,1,10,10,0,7,2,3,9,6,9,1,8,2,4,9,1,9,0,8,0,8,9,7,9,6,0,8,10,7,1,7,2,7,7,4,4,0,2,2,9,3,4,0,3,6,8,10,10,7,0,1,10,5,8,3,8,7,10,10,0,2,6,7,10,5,4,5,0,4,1,5,8,8,2,2,1,9,0,8,6,6,10,4,9,4,7,2,7,6,2,4,5,6,7,4,6,9,6,5,7,2,1,1,4,9
