# nConsumer,nTime,nTariffIneq,nUtilIneq
5,15,1,5
# Wholesale prices
# Time,Price
0,107
1,448
2,336
3,127
4,227
5,322
6,122
7,491
8,399
9,435
10,299
11,361
12,353
13,121
14,267
# Total load
# Consumer,MinTotal,MaxTotal
0,5406,8667
1,7053,8424
2,5382,6881
3,7822,8717
4,8151,9294
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,422,931
0,1,94,653
0,2,475,506
0,3,315,996
0,4,13,119
0,5,21,753
0,6,265,997
0,7,587,675
0,8,351,848
0,9,172,821
0,10,617,891
0,11,236,488
0,12,255,845
0,13,931,980
0,14,237,805
1,0,217,609
1,1,340,992
1,2,123,746
1,3,494,757
1,4,462,651
1,5,21,576
1,6,129,605
1,7,420,792
1,8,796,923
1,9,698,888
1,10,636,928
1,11,721,960
1,12,221,820
1,13,580,822
1,14,331,639
2,0,66,322
2,1,380,467
2,2,560,773
2,3,201,394
2,4,190,477
2,5,9,696
2,6,0,246
2,7,58,89
2,8,316,817
2,9,60,766
2,10,359,834
2,11,424,614
2,12,55,640
2,13,259,322
2,14,609,747
3,0,632,730
3,1,278,297
3,2,497,900
3,3,536,658
3,4,6,928
3,5,759,779
3,6,441,666
3,7,498,836
3,8,168,338
3,9,704,783
3,10,709,884
3,11,57,179
3,12,421,903
3,13,263,723
3,14,358,375
4,0,471,694
4,1,247,441
4,2,214,309
4,3,133,979
4,4,392,498
4,5,446,660
4,6,81,523
4,7,239,995
4,8,400,787
4,9,548,675
4,10,87,972
4,11,573,885
4,12,16,49
4,13,410,808
4,14,79,215
# Tariff
# Time,MinTariff,MaxTariff
0,41,217
1,469,784
2,190,560
3,156,1000
4,40,252
5,385,992
6,161,199
7,574,898
8,14,790
9,118,390
10,229,776
11,667,895
12,693,749
13,412,928
14,355,629
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,313,985
0,1,510,638
0,2,0,403
0,3,414,823
0,4,590,761
0,5,41,470
0,6,397,609
0,7,502,506
0,8,973,982
0,9,181,956
0,10,675,889
0,11,572,821
0,12,299,851
0,13,642,973
0,14,236,444
1,0,756,983
1,1,263,937
1,2,598,884
1,3,226,927
1,4,176,953
1,5,10,461
1,6,720,954
1,7,459,584
1,8,726,902
1,9,246,724
1,10,542,570
1,11,121,546
1,12,338,875
1,13,238,507
1,14,733,1000
2,0,68,505
2,1,170,594
2,2,74,896
2,3,354,770
2,4,168,216
2,5,573,746
2,6,508,814
2,7,352,950
2,8,732,782
2,9,221,677
2,10,463,582
2,11,185,532
2,12,241,340
2,13,812,971
2,14,618,888
3,0,192,540
3,1,144,642
3,2,192,954
3,3,221,816
3,4,134,845
3,5,281,570
3,6,79,448
3,7,169,689
3,8,33,112
3,9,117,488
3,10,243,895
3,11,734,893
3,12,130,350
3,13,350,355
3,14,853,967
4,0,5,584
4,1,556,779
4,2,12,761
4,3,605,989
4,4,258,520
4,5,69,720
4,6,374,502
4,7,181,621
4,8,760,827
4,9,726,824
4,10,171,802
4,11,296,499
4,12,234,517
4,13,114,917
4,14,443,721
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,38640,2,0,8,9,6,10,1,3,10,4,9,8,1,1,3
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,21956,0,7,7,0,4,10,0,1,1,5,5,4,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,1,6,0,6,9,8,3,1,3,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,10,8,6,6,8,9,3,9,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,4,10,5,5,3,10,6,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,31501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,7,7,5,5,5,2,2,3,10,3,7,0
