# nConsumer,nTime,nTariffIneq,nUtilIneq
5,5,1,5
# Wholesale prices
# Time,Price
0,32
1,228
2,274
3,419
4,34
# Total load
# Consumer,MinTotal,MaxTotal
0,1060,1712
1,1666,2449
2,1837,4045
3,2731,3252
4,2005,2743
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,116,646
0,1,353,704
0,2,123,901
0,3,240,370
0,4,47,105
1,0,8,780
1,1,183,312
1,2,13,166
1,3,304,452
1,4,514,769
2,0,490,958
2,1,610,754
2,2,673,955
2,3,127,960
2,4,27,481
3,0,252,439
3,1,600,689
3,2,453,860
3,3,845,869
3,4,383,923
4,0,283,339
4,1,153,985
4,2,502,872
4,3,707,716
4,4,97,149
# Tariff
# Time,MinTariff,MaxTariff
0,80,297
1,219,539
2,580,855
3,62,542
4,1,859
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,441,879
0,1,24,495
0,2,252,433
0,3,31,281
0,4,349,894
1,0,244,945
1,1,307,883
1,2,120,862
1,3,117,385
1,4,731,966
2,0,191,584
2,1,309,405
2,2,234,805
2,3,159,628
2,4,323,573
3,0,187,250
3,1,122,136
3,2,404,637
3,3,4,539
3,4,189,641
4,0,80,120
4,1,707,906
4,2,226,952
4,3,232,802
4,4,397,577
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,14715,3,10,3,0,9
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,5739,4,2,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19870,0,0,0,0,0,9,4,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11868,0,0,0,0,0,0,0,0,0,0,7,2,1,2,9,0,0,0,0,0,0,0,0,0,0
3,10493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,10,0,0,0,0,0
4,22691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,10,6
