# nConsumer,nTime,nTariffIneq,nUtilIneq
10,5,1,10
# Wholesale prices
# Time,Price
0,59
1,362
2,485
3,274
4,255
# Total load
# Consumer,MinTotal,MaxTotal
0,3399,4125
1,2068,2884
2,1488,2360
3,1014,1657
4,1759,3039
5,2175,2640
6,1712,1960
7,2197,3027
8,1708,2423
9,2631,3031
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,4,925
0,1,323,631
0,2,192,963
0,3,328,943
0,4,276,615
1,0,641,680
1,1,354,852
1,2,317,530
1,3,531,785
1,4,27,96
2,0,61,677
2,1,343,554
2,2,118,126
2,3,355,996
2,4,253,614
3,0,18,33
3,1,532,637
3,2,50,728
3,3,383,600
3,4,5,383
4,0,41,501
4,1,241,648
4,2,445,748
4,3,550,832
4,4,244,332
5,0,45,388
5,1,75,571
5,2,174,292
5,3,23,943
5,4,321,559
6,0,511,595
6,1,81,385
6,2,55,78
6,3,355,682
6,4,153,857
7,0,430,626
7,1,130,439
7,2,179,798
7,3,745,959
7,4,742,912
8,0,219,315
8,1,380,571
8,2,127,465
8,3,422,949
8,4,354,806
9,0,257,425
9,1,630,656
9,2,312,328
9,3,393,814
9,4,292,719
# Tariff
# Time,MinTariff,MaxTariff
0,933,944
1,88,141
2,97,555
3,380,652
4,520,926
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,877,957
0,1,172,900
0,2,309,656
0,3,918,977
0,4,358,468
1,0,176,304
1,1,185,890
1,2,116,866
1,3,17,849
1,4,547,831
2,0,54,479
2,1,488,671
2,2,427,890
2,3,64,748
2,4,529,800
3,0,137,514
3,1,469,761
3,2,153,708
3,3,118,888
3,4,101,121
4,0,344,543
4,1,525,907
4,2,809,870
4,3,357,594
4,4,575,966
5,0,626,908
5,1,553,692
5,2,273,641
5,3,65,199
5,4,250,481
6,0,615,978
6,1,843,860
6,2,456,785
6,3,651,942
6,4,571,624
7,0,344,735
7,1,273,791
7,2,372,919
7,3,60,346
7,4,318,527
8,0,40,474
8,1,240,808
8,2,367,959
8,3,58,527
8,4,333,484
9,0,405,601
9,1,438,773
9,2,403,788
9,3,845,851
9,4,485,962
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,8171,2,5,4,2,7
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,5087,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14967,0,0,0,0,0,7,0,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14337,0,0,0,0,0,0,0,0,0,0,1,6,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,20005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,6,0,0,0,0,0,0,0,0,0,0
8,5076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,2,0,0,0,0,0
9,11395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,8,0
