# nConsumer,nTime,nTariffIneq,nUtilIneq
10,15,1,1
# Wholesale prices
# Time,Price
0,40
1,308
2,364
3,428
4,475
5,378
6,177
7,225
8,70
9,255
10,131
11,383
12,157
13,296
14,74
# Total load
# Consumer,MinTotal,MaxTotal
0,5796,6054
1,5931,8867
2,7931,9847
3,5964,7545
4,3927,4379
5,4492,5560
6,5584,7409
7,7328,9057
8,7107,8336
9,5620,7070
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,52,580
0,1,11,847
0,2,420,713
0,3,92,861
0,4,618,999
0,5,174,367
0,6,249,607
0,7,651,935
0,8,340,925
0,9,609,726
0,10,185,453
0,11,614,990
0,12,772,781
0,13,248,377
0,14,440,694
1,0,218,410
1,1,134,866
1,2,663,831
1,3,179,537
1,4,106,471
1,5,464,935
1,6,818,980
1,7,157,290
1,8,11,117
1,9,279,575
1,10,771,866
1,11,95,338
1,12,210,654
1,13,153,453
1,14,776,995
2,0,451,805
2,1,97,972
2,2,386,981
2,3,6,772
2,4,538,679
2,5,153,884
2,6,481,570
2,7,663,934
2,8,245,982
2,9,194,233
2,10,94,910
2,11,878,995
2,12,166,540
2,13,144,937
2,14,723,899
3,0,585,650
3,1,64,485
3,2,196,308
3,3,577,884
3,4,513,787
3,5,20,736
3,6,233,727
3,7,387,606
3,8,26,758
3,9,288,523
3,10,3,377
3,11,109,457
3,12,495,950
3,13,129,524
3,14,252,552
4,0,3,931
4,1,530,952
4,2,125,311
4,3,65,75
4,4,564,666
4,5,248,764
4,6,461,712
4,7,109,238
4,8,58,575
4,9,12,266
4,10,41,416
4,11,94,651
4,12,574,590
4,13,95,233
4,14,667,726
5,0,484,788
5,1,274,430
5,2,230,675
5,3,110,675
5,4,566,885
5,5,232,645
5,6,380,509
5,7,113,284
5,8,30,312
5,9,462,822
5,10,102,994
5,11,172,513
5,12,259,569
5,13,150,438
5,14,19,500
6,0,166,439
6,1,33,219
6,2,488,758
6,3,289,998
6,4,283,531
6,5,237,662
6,6,720,872
6,7,532,981
6,8,392,828
6,9,122,862
6,10,593,656
6,11,645,861
6,12,148,843
6,13,120,419
6,14,295,333
7,0,234,270
7,1,648,730
7,2,176,269
7,3,780,817
7,4,93,723
7,5,317,430
7,6,409,588
7,7,72,537
7,8,330,1000
7,9,47,429
7,10,372,951
7,11,339,902
7,12,330,630
7,13,648,674
7,14,106,817
8,0,180,327
8,1,28,334
8,2,870,967
8,3,47,409
8,4,124,812
8,5,868,986
8,6,506,731
8,7,779,965
8,8,33,498
8,9,337,798
8,10,297,404
8,11,408,898
8,12,334,377
8,13,339,535
8,14,463,675
9,0,52,909
9,1,191,358
9,2,563,636
9,3,179,625
9,4,60,296
9,5,521,678
9,6,314,470
9,7,315,321
9,8,348,783
9,9,26,723
9,10,94,707
9,11,69,102
9,12,53,924
9,13,74,188
9,14,309,499
# Tariff
# Time,MinTariff,MaxTariff
0,333,846
1,271,480
2,818,955
3,677,966
4,195,791
5,302,630
6,14,220
7,366,704
8,533,795
9,562,784
10,194,717
11,62,563
12,57,421
13,348,414
14,250,899
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,506,679
0,1,716,868
0,2,478,886
0,3,31,76
0,4,755,928
0,5,684,767
0,6,240,352
0,7,448,620
0,8,593,925
0,9,397,433
0,10,542,552
0,11,727,911
0,12,727,973
0,13,667,978
0,14,362,409
1,0,591,858
1,1,444,468
1,2,510,616
1,3,239,787
1,4,532,636
1,5,284,995
1,6,357,676
1,7,563,704
1,8,155,705
1,9,526,924
1,10,352,386
1,11,644,936
1,12,407,681
1,13,289,338
1,14,372,480
2,0,317,981
2,1,23,655
2,2,186,343
2,3,157,598
2,4,937,959
2,5,786,875
2,6,479,595
2,7,436,664
2,8,24,602
2,9,49,437
2,10,214,748
2,11,469,922
2,12,386,854
2,13,569,579
2,14,455,637
3,0,368,701
3,1,877,926
3,2,702,923
3,3,72,769
3,4,314,949
3,5,515,723
3,6,74,496
3,7,408,492
3,8,4,234
3,9,327,661
3,10,589,964
3,11,394,868
3,12,83,595
3,13,133,661
3,14,489,636
4,0,767,769
4,1,79,605
4,2,118,851
4,3,49,360
4,4,95,527
4,5,260,870
4,6,207,468
4,7,330,640
4,8,149,694
4,9,322,396
4,10,705,951
4,11,221,720
4,12,566,716
4,13,409,701
4,14,338,427
5,0,464,758
5,1,891,978
5,2,709,982
5,3,279,923
5,4,144,903
5,5,335,758
5,6,311,664
5,7,101,850
5,8,528,789
5,9,384,729
5,10,809,989
5,11,403,964
5,12,247,506
5,13,359,802
5,14,156,521
6,0,98,478
6,1,232,532
6,2,249,662
6,3,524,568
6,4,646,696
6,5,104,398
6,6,281,489
6,7,155,676
6,8,33,639
6,9,621,792
6,10,629,677
6,11,375,380
6,12,494,688
6,13,27,879
6,14,531,992
7,0,247,406
7,1,398,919
7,2,123,131
7,3,561,884
7,4,352,703
7,5,876,940
7,6,675,769
7,7,238,870
7,8,747,914
7,9,340,791
7,10,479,687
7,11,467,493
7,12,572,762
7,13,202,627
7,14,599,978
8,0,181,826
8,1,40,227
8,2,884,971
8,3,598,928
8,4,100,511
8,5,80,702
8,6,623,701
8,7,427,713
8,8,873,900
8,9,250,828
8,10,564,679
8,11,524,540
8,12,773,832
8,13,347,800
8,14,323,473
9,0,25,179
9,1,312,828
9,2,553,804
9,3,106,466
9,4,765,991
9,5,267,367
9,6,119,560
9,7,62,485
9,8,507,667
9,9,265,375
9,10,100,223
9,11,373,475
9,12,192,975
9,13,47,811
9,14,575,759
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
