# nConsumer,nTime,nTariffIneq,nUtilIneq
5,5,1,1
# Wholesale prices
# Time,Price
0,430
1,326
2,133
3,161
4,323
# Total load
# Consumer,MinTotal,MaxTotal
0,2773,3396
1,1728,1953
2,2400,3518
3,2683,3120
4,2527,3368
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,409,467
0,1,272,690
0,2,389,845
0,3,651,850
0,4,474,938
1,0,425,820
1,1,38,212
1,2,333,532
1,3,74,360
1,4,338,408
2,0,616,677
2,1,265,912
2,2,740,791
2,3,249,964
2,4,79,102
3,0,641,974
3,1,430,891
3,2,264,643
3,3,487,944
3,4,577,593
4,0,508,875
4,1,359,757
4,2,198,848
4,3,87,679
4,4,707,902
# Tariff
# Time,MinTariff,MaxTariff
0,476,525
1,148,886
2,6,641
3,554,745
4,321,950
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,163,360
0,1,82,605
0,2,425,792
0,3,193,644
0,4,207,514
1,0,242,747
1,1,651,766
1,2,423,463
1,3,257,586
1,4,678,855
2,0,228,855
2,1,138,961
2,2,34,489
2,3,435,875
2,4,200,536
3,0,624,974
3,1,363,688
3,2,522,578
3,3,352,980
3,4,62,298
4,0,551,742
4,1,285,947
4,2,520,611
4,3,52,840
4,4,94,538
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,9987,2,4,7,2,3
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,64757,6,7,6,3,2,7,7,7,6,10,7,2,9,9,10,2,9,8,8,8,7,5,10,9,10
