# nConsumer,nTime,nTariffIneq,nUtilIneq
5,10,1,5
# Wholesale prices
# Time,Price
0,32
1,137
2,316
3,297
4,394
5,17
6,4
7,45
8,342
9,158
# Total load
# Consumer,MinTotal,MaxTotal
0,2543,5393
1,4324,6992
2,3333,6933
3,2522,3996
4,3314,6004
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,17,927
0,1,206,712
0,2,100,532
0,3,344,347
0,4,434,449
0,5,12,431
0,6,95,244
0,7,25,416
0,8,823,858
0,9,86,434
1,0,262,469
1,1,539,994
1,2,708,817
1,3,289,586
1,4,172,971
1,5,155,924
1,6,615,641
1,7,168,196
1,8,523,981
1,9,32,348
2,0,119,223
2,1,209,896
2,2,790,912
2,3,717,771
2,4,287,498
2,5,113,833
2,6,115,976
2,7,411,993
2,8,505,667
2,9,65,962
3,0,30,397
3,1,43,918
3,2,536,571
3,3,130,326
3,4,168,420
3,5,156,645
3,6,76,970
3,7,378,659
3,8,535,700
3,9,293,845
4,0,375,989
4,1,221,355
4,2,443,875
4,3,828,927
4,4,198,251
4,5,86,910
4,6,48,563
4,7,122,565
4,8,76,754
4,9,244,665
# Tariff
# Time,MinTariff,MaxTariff
0,836,861
1,144,908
2,276,769
3,750,824
4,44,948
5,516,740
6,628,696
7,130,173
8,4,880
9,124,203
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,331,575
0,1,153,517
0,2,458,809
0,3,537,802
0,4,461,604
0,5,38,915
0,6,338,863
0,7,281,323
0,8,440,519
0,9,324,730
1,0,41,752
1,1,181,300
1,2,364,688
1,3,418,533
1,4,909,915
1,5,294,301
1,6,322,488
1,7,825,993
1,8,392,807
1,9,114,311
2,0,42,299
2,1,145,902
2,2,83,368
2,3,44,339
2,4,505,957
2,5,166,499
2,6,790,946
2,7,58,456
2,8,92,338
2,9,29,923
3,0,167,911
3,1,67,392
3,2,169,435
3,3,627,974
3,4,83,157
3,5,219,864
3,6,4,336
3,7,376,951
3,8,264,613
3,9,341,901
4,0,161,570
4,1,28,292
4,2,174,251
4,3,81,690
4,4,7,430
4,5,862,863
4,6,95,910
4,7,275,873
4,8,175,627
4,9,256,291
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,37585,8,8,5,7,5,8,10,1,6,10
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,30692,8,2,4,7,1,2,10,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31307,0,0,0,0,0,0,0,0,0,0,8,10,3,6,4,5,3,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,8,9,6,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,4,6,3,9,9,6,3,0,0,0,0,0,0,0,0,0,0
4,14247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,2,7,0,7,2,0,9
