# nConsumer,nTime,nTariffIneq,nUtilIneq
5,10,1,1
# Wholesale prices
# Time,Price
0,426
1,352
2,144
3,148
4,489
5,101
6,457
7,27
8,432
9,166
# Total load
# Consumer,MinTotal,MaxTotal
0,4970,5849
1,2737,4273
2,5049,7294
3,5150,5536
4,3116,3898
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,348,552
0,1,240,431
0,2,21,875
0,3,417,588
0,4,427,650
0,5,654,912
0,6,173,597
0,7,7,526
0,8,259,793
0,9,661,990
1,0,29,676
1,1,24,32
1,2,21,516
1,3,208,377
1,4,202,916
1,5,529,620
1,6,46,84
1,7,569,689
1,8,108,252
1,9,212,642
2,0,346,523
2,1,217,946
2,2,65,160
2,3,625,961
2,4,204,839
2,5,790,979
2,6,408,555
2,7,458,907
2,8,480,699
2,9,269,759
3,0,443,978
3,1,424,844
3,2,812,975
3,3,408,891
3,4,286,966
3,5,61,172
3,6,57,449
3,7,222,586
3,8,7,46
3,9,36,388
4,0,320,742
4,1,323,380
4,2,224,645
4,3,300,747
4,4,34,984
4,5,271,410
4,6,36,279
4,7,424,997
4,8,207,641
4,9,266,340
# Tariff
# Time,MinTariff,MaxTariff
0,423,470
1,149,653
2,629,724
3,81,650
4,360,437
5,341,467
6,402,958
7,461,695
8,750,953
9,19,1000
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,518,755
0,1,196,935
0,2,70,203
0,3,63,271
0,4,265,923
0,5,717,735
0,6,197,794
0,7,755,865
0,8,258,870
0,9,94,535
1,0,576,971
1,1,227,946
1,2,549,890
1,3,25,326
1,4,84,143
1,5,9,343
1,6,407,644
1,7,581,751
1,8,314,345
1,9,590,814
2,0,528,776
2,1,137,753
2,2,152,996
2,3,130,925
2,4,213,510
2,5,47,322
2,6,197,814
2,7,768,913
2,8,176,256
2,9,270,427
3,0,178,918
3,1,836,995
3,2,120,191
3,3,114,472
3,4,133,193
3,5,200,838
3,6,582,679
3,7,468,635
3,8,215,368
3,9,586,762
4,0,540,867
4,1,793,834
4,2,53,574
4,3,114,492
4,4,6,148
4,5,569,664
4,6,343,913
4,7,384,521
4,8,30,717
4,9,46,155
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,36596,3,1,9,3,6,10,8,0,4,8
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,126071,7,7,8,1,7,4,7,2,4,5,10,1,0,8,0,7,9,7,0,9,8,6,6,0,3,6,5,8,4,6,2,9,2,4,6,9,8,5,1,4,4,6,9,3,4,6,6,10,7,1
