# nConsumer,nTime,nTariffIneq,nUtilIneq
5,15,1,5
# Wholesale prices
# Time,Price
0,499
1,393
2,363
3,342
4,80
5,354
6,83
7,448
8,429
9,397
10,408
11,442
12,417
13,418
14,283
# Total load
# Consumer,MinTotal,MaxTotal
0,7210,10980
1,5305,8319
2,8617,9655
3,6891,7482
4,5280,6484
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,549,995
0,1,454,461
0,2,562,574
0,3,717,948
0,4,612,854
0,5,452,723
0,6,620,768
0,7,515,815
0,8,522,895
0,9,105,918
0,10,658,834
0,11,13,225
0,12,470,596
0,13,757,978
0,14,242,552
1,0,56,497
1,1,734,825
1,2,129,592
1,3,180,732
1,4,660,812
1,5,202,523
1,6,715,797
1,7,160,270
1,8,343,421
1,9,467,828
1,10,426,515
1,11,176,653
1,12,341,361
1,13,304,512
1,14,29,730
2,0,516,879
2,1,228,236
2,2,72,441
2,3,539,790
2,4,879,891
2,5,178,801
2,6,914,996
2,7,517,856
2,8,170,590
2,9,458,617
2,10,31,745
2,11,565,776
2,12,793,978
2,13,62,503
2,14,586,655
3,0,10,987
3,1,625,948
3,2,108,433
3,3,117,526
3,4,232,324
3,5,45,683
3,6,52,374
3,7,369,722
3,8,930,958
3,9,132,254
3,10,275,277
3,11,250,418
3,12,785,954
3,13,316,529
3,14,188,635
4,0,102,492
4,1,95,330
4,2,71,948
4,3,544,994
4,4,12,111
4,5,84,502
4,6,59,202
4,7,615,988
4,8,580,712
4,9,442,554
4,10,655,886
4,11,303,587
4,12,237,520
4,13,742,884
4,14,422,926
# Tariff
# Time,MinTariff,MaxTariff
0,816,952
1,137,551
2,191,819
3,493,876
4,856,955
5,101,938
6,40,80
7,190,262
8,815,912
9,70,317
10,145,459
11,171,730
12,659,697
13,501,514
14,156,788
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,404,653
0,1,711,807
0,2,39,393
0,3,53,441
0,4,205,449
0,5,549,878
0,6,154,185
0,7,493,998
0,8,355,426
0,9,295,493
0,10,242,291
0,11,10,252
0,12,7,801
0,13,419,617
0,14,915,926
1,0,211,255
1,1,177,430
1,2,525,979
1,3,65,594
1,4,218,596
1,5,634,815
1,6,319,645
1,7,684,814
1,8,524,754
1,9,6,331
1,10,259,699
1,11,850,938
1,12,131,744
1,13,462,735
1,14,397,641
2,0,194,679
2,1,46,833
2,2,77,985
2,3,218,923
2,4,523,847
2,5,36,718
2,6,284,804
2,7,74,81
2,8,136,590
2,9,144,865
2,10,120,695
2,11,353,548
2,12,27,659
2,13,234,303
2,14,287,826
3,0,287,317
3,1,46,394
3,2,35,945
3,3,69,578
3,4,393,939
3,5,173,458
3,6,386,980
3,7,687,847
3,8,292,662
3,9,224,301
3,10,773,988
3,11,82,427
3,12,413,801
3,13,329,650
3,14,807,919
4,0,0,185
4,1,280,829
4,2,294,497
4,3,152,174
4,4,309,418
4,5,82,209
4,6,575,805
4,7,292,477
4,8,551,789
4,9,400,996
4,10,42,282
4,11,117,480
4,12,26,667
4,13,711,729
4,14,409,533
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,39843,1,10,0,7,2,8,1,6,10,2,6,1,3,5,8
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,29084,8,1,1,6,0,5,10,1,7,5,10,3,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,7,9,3,1,5,6,9,2,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,0,0,6,3,0,3,9,1,10,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,40792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,7,8,10,9,0,2,0,9,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,36448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,1,7,9,3,8,5,7,2,6,5,3,6
