# nConsumer,nTime,nTariffIneq,nUtilIneq
10,5,1,1
# Wholesale prices
# Time,Price
0,191
1,248
2,469
3,7
4,264
# Total load
# Consumer,MinTotal,MaxTotal
0,2227,2754
1,2810,3435
2,1442,2337
3,2752,3591
4,1920,2790
5,2285,2655
6,1288,2341
7,2317,3218
8,1629,2120
9,2966,3440
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,394,573
0,1,21,902
0,2,688,822
0,3,36,191
0,4,43,197
1,0,576,708
1,1,346,383
1,2,934,983
1,3,238,646
1,4,584,722
2,0,116,213
2,1,88,724
2,2,97,555
2,3,509,652
2,4,4,925
3,0,172,900
3,1,309,656
3,2,918,977
3,3,358,468
3,4,641,680
4,0,185,890
4,1,116,866
4,2,17,849
4,3,547,831
4,4,61,677
5,0,488,671
5,1,427,890
5,2,64,748
5,3,529,800
5,4,18,33
6,0,469,761
6,1,153,708
6,2,118,888
6,3,101,121
6,4,41,501
7,0,525,907
7,1,809,870
7,2,357,594
7,3,575,966
7,4,45,388
8,0,553,692
8,1,273,641
8,2,65,199
8,3,250,481
8,4,511,595
9,0,843,860
9,1,456,785
9,2,651,942
9,3,571,624
9,4,430,626
# Tariff
# Time,MinTariff,MaxTariff
0,196,640
1,206,463
2,256,559
3,206,213
4,433,782
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,91,753
0,1,228,457
0,2,382,999
0,3,245,354
0,4,367,805
1,0,82,670
1,1,259,688
1,2,180,206
1,3,829,964
1,4,138,660
2,0,933,944
2,1,141,970
2,2,380,547
2,3,520,926
2,4,877,957
3,0,192,963
3,1,328,943
3,2,276,615
3,3,805,983
3,4,176,304
4,0,317,530
4,1,531,785
4,2,27,96
4,3,278,852
4,4,54,479
5,0,118,126
5,1,355,996
5,2,253,614
5,3,249,615
5,4,137,514
6,0,50,728
6,1,383,600
6,2,5,383
6,3,90,409
6,4,344,543
7,0,445,748
7,1,550,832
7,2,244,332
7,3,219,921
7,4,626,908
8,0,174,292
8,1,23,943
8,2,321,559
8,3,774,900
8,4,615,978
9,0,55,78
9,1,355,682
9,2,153,857
9,3,456,489
9,4,344,735
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,12852,3,8,8,1,4
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,162274,8,10,0,3,8,10,3,5,5,0,2,3,0,5,4,6,2,8,1,5,4,10,4,10,0,5,3,8,5,3,5,2,2,4,6,4,6,7,4,8,3,3,4,8,8,4,9,9,7,3
