# nConsumer,nTime,nTariffIneq,nUtilIneq
10,15,1,1
# Wholesale prices
# Time,Price
0,144
1,116
2,435
3,18
4,171
5,79
6,491
7,348
8,113
9,307
10,17
11,97
12,30
13,347
14,487
# Total load
# Consumer,MinTotal,MaxTotal
0,4665,8158
1,6206,8029
2,7056,9295
3,7054,8367
4,4933,8269
5,5917,7952
6,9026,9691
7,7036,7800
8,5712,6139
9,5746,10140
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,597,697
0,1,478,640
0,2,310,883
0,3,361,402
0,4,19,134
0,5,60,265
0,6,469,963
0,7,321,556
0,8,124,502
0,9,54,103
0,10,442,979
0,11,261,550
0,12,518,630
0,13,468,674
0,14,25,503
1,0,383,592
1,1,542,776
1,2,367,950
1,3,795,939
1,4,251,449
1,5,284,794
1,6,386,663
1,7,721,948
1,8,27,80
1,9,498,966
1,10,57,796
1,11,122,131
1,12,106,892
1,13,259,290
1,14,410,442
2,0,31,485
2,1,163,636
2,2,20,831
2,3,707,779
2,4,264,543
2,5,379,541
2,6,368,963
2,7,418,968
2,8,544,831
2,9,40,405
2,10,721,876
2,11,344,780
2,12,54,139
2,13,516,934
2,14,357,610
3,0,357,518
3,1,914,920
3,2,497,533
3,3,364,923
3,4,240,437
3,5,340,518
3,6,112,333
3,7,512,865
3,8,360,667
3,9,259,715
3,10,252,608
3,11,191,938
3,12,118,761
3,13,404,421
3,14,823,875
4,0,63,742
4,1,108,320
4,2,252,615
4,3,231,273
4,4,666,794
4,5,319,659
4,6,230,425
4,7,415,694
4,8,365,495
4,9,332,769
4,10,363,775
4,11,944,963
4,12,210,241
4,13,118,341
4,14,265,315
5,0,5,195
5,1,32,82
5,2,332,418
5,3,62,65
5,4,499,718
5,5,14,647
5,6,625,858
5,7,403,586
5,8,367,431
5,9,579,880
5,10,355,824
5,11,114,682
5,12,395,583
5,13,759,773
5,14,68,471
6,0,339,407
6,1,69,541
6,2,301,536
6,3,284,940
6,4,559,766
6,5,50,842
6,6,111,400
6,7,128,450
6,8,57,789
6,9,587,911
6,10,347,867
6,11,771,887
6,12,476,921
6,13,278,697
6,14,19,834
7,0,364,679
7,1,769,861
7,2,771,827
7,3,22,98
7,4,452,661
7,5,4,305
7,6,216,569
7,7,756,986
7,8,328,372
7,9,582,810
7,10,88,216
7,11,107,494
7,12,359,486
7,13,122,603
7,14,175,915
8,0,827,835
8,1,241,816
8,2,159,271
8,3,290,493
8,4,616,692
8,5,468,573
8,6,116,519
8,7,271,644
8,8,21,218
8,9,206,250
8,10,450,717
8,11,406,819
8,12,305,951
8,13,198,637
8,14,559,785
9,0,395,922
9,1,393,746
9,2,136,621
9,3,621,987
9,4,388,722
9,5,247,727
9,6,463,494
9,7,333,828
9,8,624,649
9,9,492,657
9,10,83,904
9,11,69,379
9,12,327,328
9,13,73,562
9,14,101,652
# Tariff
# Time,MinTariff,MaxTariff
0,63,571
1,246,380
2,77,132
3,670,970
4,463,853
5,247,570
6,267,396
7,385,658
8,357,912
9,58,370
10,422,791
11,277,944
12,42,97
13,399,703
14,153,771
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,67,432
0,1,856,971
0,2,90,686
0,3,301,915
0,4,94,490
0,5,120,689
0,6,506,680
0,7,26,849
0,8,285,537
0,9,476,653
0,10,302,853
0,11,513,853
0,12,392,786
0,13,269,524
0,14,142,503
1,0,8,631
1,1,231,847
1,2,580,975
1,3,22,890
1,4,87,628
1,5,213,996
1,6,470,580
1,7,693,952
1,8,117,196
1,9,354,751
1,10,163,956
1,11,27,238
1,12,806,912
1,13,537,923
1,14,143,899
2,0,155,447
2,1,207,439
2,2,188,689
2,3,173,579
2,4,430,713
2,5,592,652
2,6,374,817
2,7,116,934
2,8,776,854
2,9,272,541
2,10,249,348
2,11,49,280
2,12,70,800
2,13,258,382
2,14,74,144
3,0,355,704
3,1,741,831
3,2,71,77
3,3,532,589
3,4,234,342
3,5,662,918
3,6,89,299
3,7,635,663
3,8,146,886
3,9,143,474
3,10,256,473
3,11,319,648
3,12,650,908
3,13,139,971
3,14,203,925
4,0,279,486
4,1,58,615
4,2,40,601
4,3,243,852
4,4,473,602
4,5,454,723
4,6,593,954
4,7,85,919
4,8,303,756
4,9,104,320
4,10,629,671
4,11,66,991
4,12,596,771
4,13,12,598
4,14,797,947
5,0,721,813
5,1,271,574
5,2,493,688
5,3,440,921
5,4,319,946
5,5,171,311
5,6,430,484
5,7,379,770
5,8,315,715
5,9,431,540
5,10,804,862
5,11,845,881
5,12,513,921
5,13,224,245
5,14,451,659
6,0,33,171
6,1,941,955
6,2,410,425
6,3,316,321
6,4,153,964
6,5,751,764
6,6,8,809
6,7,847,959
6,8,302,488
6,9,379,997
6,10,296,730
6,11,232,915
6,12,372,702
6,13,96,421
6,14,252,299
7,0,339,936
7,1,481,522
7,2,348,738
7,3,899,955
7,4,705,954
7,5,119,427
7,6,204,711
7,7,502,879
7,8,2,429
7,9,834,933
7,10,298,899
7,11,136,751
7,12,302,731
7,13,162,759
7,14,161,859
8,0,140,569
8,1,31,610
8,2,271,998
8,3,7,293
8,4,469,699
8,5,293,862
8,6,315,798
8,7,315,797
8,8,358,512
8,9,385,578
8,10,273,970
8,11,361,734
8,12,606,876
8,13,109,589
8,14,6,639
9,0,131,708
9,1,547,549
9,2,266,708
9,3,201,333
9,4,157,850
9,5,722,934
9,6,657,667
9,7,310,787
9,8,25,925
9,9,5,300
9,10,238,356
9,11,523,935
9,12,469,718
9,13,360,417
9,14,202,422
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
