# nConsumer,nTime,nTariffIneq,nUtilIneq
15,10,1,1
# Wholesale prices
# Time,Price
0,154
1,191
2,399
3,101
4,214
5,111
6,116
7,352
8,256
9,90
# Total load
# Consumer,MinTotal,MaxTotal
0,5061,5436
1,5013,7150
2,6463,6775
3,4105,4692
4,3145,5884
5,5909,6805
6,3731,4663
7,5246,5900
8,3946,6288
9,5405,6155
10,4003,5217
11,3104,3984
12,3106,6252
13,5191,5826
14,5881,6979
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,394,570
0,1,421,551
0,2,32,641
0,3,663,886
0,4,855,915
0,5,568,702
0,6,202,444
0,7,409,949
0,8,126,970
0,9,237,514
1,0,744,810
1,1,345,793
1,2,270,959
1,3,52,387
1,4,471,872
1,5,656,869
1,6,304,742
1,7,994,997
1,8,295,980
1,9,8,222
2,0,734,941
2,1,302,898
2,2,3,295
2,3,339,557
2,4,415,978
2,5,262,465
2,6,360,621
2,7,20,575
2,8,102,635
2,9,539,737
3,0,172,647
3,1,250,423
3,2,508,735
3,3,104,798
3,4,193,288
3,5,347,546
3,6,63,355
3,7,274,851
3,8,110,928
3,9,418,961
4,0,70,991
4,1,77,815
4,2,230,595
4,3,676,923
4,4,59,675
4,5,87,96
4,6,276,573
4,7,716,836
4,8,653,874
4,9,237,854
5,0,662,782
5,1,173,428
5,2,291,557
5,3,687,910
5,4,764,900
5,5,512,954
5,6,349,697
5,7,522,629
5,8,172,524
5,9,71,708
6,0,422,530
6,1,675,968
6,2,671,680
6,3,221,421
6,4,646,929
6,5,303,400
6,6,231,438
6,7,275,348
6,8,125,267
6,9,14,152
7,0,387,828
7,1,93,479
7,2,388,950
7,3,431,995
7,4,298,728
7,5,660,806
7,6,470,641
7,7,439,660
7,8,8,549
7,9,336,489
8,0,469,684
8,1,432,825
8,2,549,990
8,3,146,610
8,4,575,584
8,5,133,537
8,6,514,576
8,7,169,180
8,8,23,381
8,9,910,969
9,0,270,918
9,1,848,982
9,2,328,458
9,3,626,767
9,4,379,963
9,5,379,751
9,6,96,895
9,7,230,746
9,8,18,138
9,9,356,656
10,0,30,760
10,1,256,845
10,2,166,609
10,3,70,186
10,4,4,964
10,5,713,972
10,6,408,546
10,7,503,509
10,8,133,539
10,9,1,659
11,0,103,134
11,1,343,627
11,2,414,894
11,3,334,641
11,4,281,414
11,5,58,180
11,6,168,784
11,7,250,336
11,8,386,998
11,9,482,738
12,0,154,598
12,1,464,682
12,2,347,441
12,3,347,469
12,4,30,657
12,5,482,597
12,6,124,983
12,7,222,286
12,8,261,881
12,9,142,890
13,0,432,869
13,1,33,831
13,2,43,428
13,3,339,574
13,4,279,891
13,5,224,503
13,6,266,539
13,7,151,801
13,8,188,622
13,9,783,919
14,0,80,752
14,1,412,975
14,2,334,562
14,3,238,507
14,4,13,872
14,5,715,880
14,6,312,497
14,7,265,954
14,8,707,731
14,9,213,750
# Tariff
# Time,MinTariff,MaxTariff
0,586,929
1,20,877
2,29,252
3,504,887
4,252,397
5,221,524
6,69,695
7,70,116
8,254,326
9,302,525
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,118,132
0,1,241,697
0,2,482,983
0,3,552,833
0,4,311,989
0,5,426,954
0,6,252,306
0,7,424,794
0,8,119,778
0,9,45,638
1,0,22,235
1,1,69,168
1,2,64,816
1,3,86,678
1,4,456,909
1,5,327,465
1,6,98,780
1,7,492,645
1,8,878,963
1,9,712,738
2,0,587,926
2,1,120,851
2,2,190,459
2,3,491,919
2,4,820,987
2,5,165,921
2,6,200,949
2,7,156,787
2,8,53,245
2,9,645,860
3,0,610,748
3,1,442,977
3,2,242,567
3,3,466,907
3,4,81,630
3,5,734,909
3,6,514,602
3,7,22,126
3,8,837,966
3,9,581,865
4,0,358,601
4,1,355,690
4,2,394,733
4,3,260,659
4,4,229,409
4,5,376,423
4,6,674,781
4,7,356,999
4,8,130,553
4,9,107,509
5,0,326,360
5,1,90,881
5,2,854,915
5,3,499,669
5,4,162,909
5,5,146,832
5,6,52,934
5,7,361,799
5,8,711,767
5,9,38,299
6,0,112,738
6,1,192,836
6,2,674,902
6,3,772,837
6,4,46,744
6,5,341,790
6,6,209,993
6,7,522,908
6,8,703,807
6,9,218,793
7,0,317,366
7,1,345,449
7,2,564,917
7,3,38,528
7,4,756,862
7,5,49,556
7,6,813,901
7,7,5,12
7,8,417,889
7,9,503,933
8,0,678,716
8,1,46,204
8,2,443,829
8,3,382,567
8,4,587,889
8,5,558,963
8,6,583,800
8,7,51,711
8,8,361,891
8,9,61,258
9,0,11,523
9,1,927,949
9,2,402,455
9,3,10,760
9,4,496,891
9,5,4,651
9,6,899,904
9,7,432,862
9,8,294,796
9,9,258,954
10,0,451,500
10,1,474,870
10,2,530,827
10,3,713,777
10,4,307,753
10,5,155,180
10,6,78,387
10,7,31,502
10,8,632,841
10,9,874,948
11,0,128,723
11,1,14,502
11,2,181,700
11,3,695,978
11,4,29,852
11,5,326,616
11,6,321,685
11,7,17,53
11,8,190,490
11,9,71,730
12,0,462,750
12,1,389,856
12,2,246,486
12,3,79,973
12,4,450,579
12,5,83,112
12,6,873,908
12,7,91,520
12,8,191,410
12,9,20,43
13,0,392,584
13,1,524,651
13,2,696,914
13,3,806,871
13,4,39,312
13,5,221,372
13,6,101,930
13,7,51,492
13,8,176,258
13,9,537,819
14,0,360,812
14,1,259,505
14,2,126,818
14,3,26,621
14,4,113,164
14,5,19,548
14,6,253,723
14,7,188,358
14,8,954,962
14,9,48,811
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,30342,2,10,5,8,7,7,1,6,5,4
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,466993,8,5,10,10,9,8,5,7,7,4,1,9,7,9,7,7,6,2,4,1,5,10,8,6,3,3,4,3,5,6,4,8,10,0,6,4,5,5,4,10,4,7,4,3,1,10,3,10,0,0,9,1,8,5,9,2,10,6,6,3,4,4,5,0,5,3,3,4,2,0,1,4,10,6,8,6,5,7,2,8,1,2,3,5,8,2,4,9,10,9,5,6,0,7,8,9,6,10,6,5,1,3,1,1,3,9,7,7,9,1,0,6,7,10,10,3,3,10,5,2,9,7,7,4,4,2,8,1,9,5,2,6,9,0,3,6,2,10,8,10,4,5,4,2,0,7,4,4,10,0
