# nConsumer,nTime,nTariffIneq,nUtilIneq
10,10,1,1
# Wholesale prices
# Time,Price
0,125
1,122
2,242
3,146
4,459
5,153
6,414
7,227
8,196
9,263
# Total load
# Consumer,MinTotal,MaxTotal
0,4911,5215
1,2543,2784
2,2936,3998
3,6052,7377
4,6019,7406
5,3162,5968
6,4927,6364
7,2771,3855
8,3767,5681
9,3078,5270
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,476,900
0,1,127,841
0,2,51,126
0,3,68,337
0,4,261,457
0,5,209,300
0,6,191,955
0,7,385,535
0,8,346,512
0,9,335,397
1,0,329,476
1,1,190,213
1,2,54,287
1,3,463,731
1,4,434,982
1,5,409,498
1,6,113,538
1,7,299,905
1,8,146,868
1,9,200,673
2,0,44,54
2,1,164,546
2,2,16,344
2,3,3,6
2,4,84,725
2,5,447,464
2,6,249,389
2,7,438,541
2,8,432,718
2,9,664,829
3,0,349,807
3,1,657,659
3,2,640,692
3,3,794,995
3,4,270,775
3,5,532,990
3,6,252,578
3,7,324,387
3,8,174,986
3,9,736,959
4,0,100,938
4,1,224,241
4,2,140,946
4,3,465,905
4,4,372,587
4,5,280,986
4,6,241,744
4,7,543,915
4,8,932,999
4,9,120,403
5,0,422,770
5,1,409,705
5,2,229,974
5,3,396,558
5,4,186,473
5,5,36,265
5,6,96,475
5,7,260,495
5,8,10,550
5,9,685,876
6,0,186,590
6,1,54,645
6,2,38,492
6,3,379,493
6,4,316,884
6,5,419,710
6,6,27,641
6,7,503,599
6,8,73,650
6,9,607,634
7,0,230,589
7,1,69,134
7,2,396,446
7,3,702,715
7,4,345,570
7,5,43,494
7,6,123,307
7,7,530,821
7,8,314,334
7,9,77,566
8,0,537,574
8,1,269,332
8,2,48,459
8,3,869,984
8,4,605,919
8,5,461,961
8,6,130,370
8,7,425,557
8,8,350,870
8,9,53,580
9,0,778,791
9,1,108,763
9,2,368,677
9,3,5,458
9,4,125,337
9,5,493,582
9,6,166,492
9,7,82,811
9,8,226,768
9,9,30,84
# Tariff
# Time,MinTariff,MaxTariff
0,108,486
1,546,592
2,426,638
3,18,523
4,258,568
5,126,840
6,723,997
7,46,423
8,657,806
9,358,869
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,197,444
0,1,14,367
0,2,41,133
0,3,270,562
0,4,623,633
0,5,810,884
0,6,194,505
0,7,728,807
0,8,23,767
0,9,400,608
1,0,370,965
1,1,643,724
1,2,310,850
1,3,90,749
1,4,289,338
1,5,212,439
1,6,446,874
1,7,120,321
1,8,77,594
1,9,280,660
2,0,59,112
2,1,491,681
2,2,281,860
2,3,540,751
2,4,47,536
2,5,420,817
2,6,214,412
2,7,580,796
2,8,97,807
2,9,519,833
3,0,387,495
3,1,413,936
3,2,86,420
3,3,676,894
3,4,831,898
3,5,401,696
3,6,175,227
3,7,129,361
3,8,295,654
3,9,486,595
4,0,122,518
4,1,541,962
4,2,82,967
4,3,763,990
4,4,554,664
4,5,345,530
4,6,385,683
4,7,216,802
4,8,68,865
4,9,230,733
5,0,227,285
5,1,291,535
5,2,215,661
5,3,255,940
5,4,65,277
5,5,280,609
5,6,281,641
5,7,263,899
5,8,568,953
5,9,596,989
6,0,191,387
6,1,525,576
6,2,312,652
6,3,655,666
6,4,171,549
6,5,820,981
6,6,100,880
6,7,739,742
6,8,457,835
6,9,258,976
7,0,19,457
7,1,340,767
7,2,4,364
7,3,974,1000
7,4,35,503
7,5,190,783
7,6,443,655
7,7,344,616
7,8,401,768
7,9,152,314
8,0,442,477
8,1,106,170
8,2,278,995
8,3,760,984
8,4,421,977
8,5,138,932
8,6,575,700
8,7,540,916
8,8,352,451
8,9,800,881
9,0,266,653
9,1,544,602
9,2,29,395
9,3,426,709
9,4,121,786
9,5,620,807
9,6,335,541
9,7,352,675
9,8,216,251
9,9,35,566
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,29642,8,7,6,2,8,3,5,4,3,1
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,313417,1,5,7,7,1,8,8,6,6,4,4,7,3,3,3,3,3,4,0,3,8,2,8,5,4,7,9,5,8,6,6,2,9,8,0,0,7,6,6,7,1,8,6,7,1,5,4,7,5,2,1,5,5,4,3,2,5,2,9,4,5,2,7,2,2,5,5,8,3,6,7,3,10,2,9,2,4,6,4,2,7,2,7,7,6,7,10,2,6,8,4,6,2,7,4,2,4,3,8,1
