# nConsumer,nTime,nTariffIneq,nUtilIneq
15,15,1,1
# Wholesale prices
# Time,Price
0,247
1,487
2,217
3,483
4,387
5,163
6,95
7,481
8,85
9,152
10,360
11,429
12,386
13,137
14,209
# Total load
# Consumer,MinTotal,MaxTotal
0,6145,9712
1,6237,7229
2,5957,6494
3,9576,9785
4,5971,8252
5,7488,11375
6,3811,6390
7,6789,7644
8,7484,8256
9,8238,11005
10,4747,5696
11,7225,8995
12,6136,10777
13,6784,10685
14,6996,7210
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,552,586
0,1,268,651
0,2,110,344
0,3,515,960
0,4,346,864
0,5,619,974
0,6,373,391
0,7,275,562
0,8,543,824
0,9,519,555
0,10,225,325
0,11,55,678
0,12,86,284
0,13,447,768
0,14,828,917
1,0,159,386
1,1,501,984
1,2,93,165
1,3,404,587
1,4,529,743
1,5,159,762
1,6,291,424
1,7,192,387
1,8,669,937
1,9,667,714
1,10,415,436
1,11,421,909
1,12,424,823
1,13,705,818
1,14,283,691
2,0,632,928
2,1,411,501
2,2,17,675
2,3,295,385
2,4,169,353
2,5,43,179
2,6,168,850
2,7,8,198
2,8,841,926
2,9,297,677
2,10,734,884
2,11,461,483
2,12,809,862
2,13,585,650
2,14,315,474
3,0,451,719
3,1,520,806
3,2,388,837
3,3,633,741
3,4,120,264
3,5,24,160
3,6,447,672
3,7,278,954
3,8,178,650
3,9,35,551
3,10,304,949
3,11,579,722
3,12,389,851
3,13,235,755
3,14,517,600
4,0,103,116
4,1,341,610
4,2,417,672
4,3,211,689
4,4,791,849
4,5,94,295
4,6,323,373
4,7,590,617
4,8,214,899
4,9,306,608
4,10,358,630
4,11,40,322
4,12,276,523
4,13,789,824
4,14,309,849
5,0,28,208
5,1,50,754
5,2,586,996
5,3,63,229
5,4,41,942
5,5,83,404
5,6,373,540
5,7,35,833
5,8,179,945
5,9,488,971
5,10,918,985
5,11,641,991
5,12,785,986
5,13,363,531
5,14,817,993
6,0,698,778
6,1,16,726
6,2,68,747
6,3,37,743
6,4,639,729
6,5,332,536
6,6,36,815
6,7,780,834
6,8,106,184
6,9,8,41
6,10,110,321
6,11,123,227
6,12,91,238
6,13,304,578
6,14,482,681
7,0,305,988
7,1,328,540
7,2,785,826
7,3,65,950
7,4,199,741
7,5,144,979
7,6,106,918
7,7,594,674
7,8,202,446
7,9,295,618
7,10,313,753
7,11,65,101
7,12,493,866
7,13,448,968
7,14,200,342
8,0,637,713
8,1,749,916
8,2,253,797
8,3,126,198
8,4,277,843
8,5,163,498
8,6,643,976
8,7,258,469
8,8,268,506
8,9,377,478
8,10,312,457
8,11,461,708
8,12,529,686
8,13,262,433
8,14,858,990
9,0,67,854
9,1,515,675
9,2,761,797
9,3,719,859
9,4,835,961
9,5,178,825
9,6,562,586
9,7,67,301
9,8,34,555
9,9,297,816
9,10,91,781
9,11,761,842
9,12,831,990
9,13,564,630
9,14,319,930
10,0,325,741
10,1,202,256
10,2,343,902
10,3,180,520
10,4,450,531
10,5,98,519
10,6,257,940
10,7,276,344
10,8,371,958
10,9,494,852
10,10,80,716
10,11,410,867
10,12,25,908
10,13,576,757
10,14,280,439
11,0,69,856
11,1,348,887
11,2,190,282
11,3,97,385
11,4,40,827
11,5,483,991
11,6,555,645
11,7,402,565
11,8,229,995
11,9,85,363
11,10,535,749
11,11,198,342
11,12,168,950
11,13,813,961
11,14,466,739
12,0,597,798
12,1,48,601
12,2,967,994
12,3,539,873
12,4,113,813
12,5,347,667
12,6,59,521
12,7,20,538
12,8,108,731
12,9,299,887
12,10,146,896
12,11,374,611
12,12,700,730
12,13,215,529
12,14,429,598
13,0,678,986
13,1,599,954
13,2,760,912
13,3,202,283
13,4,185,287
13,5,484,597
13,6,155,970
13,7,392,508
13,8,34,840
13,9,975,994
13,10,384,798
13,11,661,941
13,12,83,748
13,13,330,333
13,14,359,878
14,0,335,627
14,1,377,625
14,2,665,783
14,3,649,705
14,4,252,721
14,5,91,566
14,6,474,860
14,7,97,743
14,8,502,702
14,9,699,777
14,10,36,947
14,11,93,155
14,12,782,913
14,13,346,966
14,14,36,143
# Tariff
# Time,MinTariff,MaxTariff
0,462,778
1,387,593
2,372,649
3,694,801
4,642,707
5,889,982
6,50,635
7,306,855
8,779,865
9,38,671
10,50,323
11,676,807
12,535,766
13,445,983
14,503,964
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,51,690
0,1,245,780
0,2,194,372
0,3,225,668
0,4,362,563
0,5,310,664
0,6,181,890
0,7,792,943
0,8,343,480
0,9,27,960
0,10,660,720
0,11,728,897
0,12,176,831
0,13,107,363
0,14,512,910
1,0,102,762
1,1,25,195
1,2,367,798
1,3,274,858
1,4,142,265
1,5,868,915
1,6,340,520
1,7,567,930
1,8,190,439
1,9,209,536
1,10,383,937
1,11,678,702
1,12,234,586
1,13,149,227
1,14,818,945
2,0,691,746
2,1,396,603
2,2,512,936
2,3,100,641
2,4,249,893
2,5,365,570
2,6,113,431
2,7,203,552
2,8,408,811
2,9,56,808
2,10,348,542
2,11,198,539
2,12,510,869
2,13,175,960
2,14,540,924
3,0,197,627
3,1,382,867
3,2,103,240
3,3,726,797
3,4,132,134
3,5,377,973
3,6,500,665
3,7,294,467
3,8,109,745
3,9,796,810
3,10,646,826
3,11,187,596
3,12,477,511
3,13,323,437
3,14,186,470
4,0,306,626
4,1,440,910
4,2,271,415
4,3,255,685
4,4,462,764
4,5,413,639
4,6,213,979
4,7,402,796
4,8,225,367
4,9,521,657
4,10,161,750
4,11,85,906
4,12,112,858
4,13,131,921
4,14,185,548
5,0,287,362
5,1,219,247
5,2,653,899
5,3,205,775
5,4,67,77
5,5,42,774
5,6,903,924
5,7,216,750
5,8,405,674
5,9,945,954
5,10,329,750
5,11,725,821
5,12,501,611
5,13,273,290
5,14,481,740
6,0,22,602
6,1,214,604
6,2,151,550
6,3,447,840
6,4,296,578
6,5,829,860
6,6,241,771
6,7,157,177
6,8,218,342
6,9,28,649
6,10,389,959
6,11,233,503
6,12,186,285
6,13,808,876
6,14,323,516
7,0,92,415
7,1,297,887
7,2,418,754
7,3,255,387
7,4,489,773
7,5,711,757
7,6,29,713
7,7,426,557
7,8,406,609
7,9,219,968
7,10,470,832
7,11,321,785
7,12,586,876
7,13,777,830
7,14,306,312
8,0,713,845
8,1,690,747
8,2,142,486
8,3,19,422
