# nConsumer,nTime,nTariffIneq,nUtilIneq
15,15,1,1
# Wholesale prices
# Time,Price
0,210
1,393
2,309
3,45
4,296
5,352
6,351
7,452
8,380
9,412
10,22
11,162
12,454
13,393
14,135
# Total load
# Consumer,MinTotal,MaxTotal
0,6160,7130
1,4852,9576
2,5288,6299
3,5330,7581
4,4954,5276
5,7163,8603
6,6368,6752
7,6445,6876
8,7913,9414
9,4214,5132
10,3902,7735
11,6679,8465
12,7847,8376
13,5970,10735
14,5296,7217
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,119,131
0,1,95,274
0,2,683,882
0,3,552,685
0,4,70,250
0,5,367,834
0,6,164,828
0,7,278,671
0,8,134,155
0,9,154,723
0,10,346,606
0,11,320,825
0,12,716,756
0,13,953,980
0,14,271,313
1,0,476,590
1,1,622,747
1,2,204,851
1,3,102,690
1,4,168,599
1,5,300,983
1,6,180,660
1,7,363,859
1,8,172,524
1,9,161,356
1,10,566,576
1,11,178,234
1,12,91,889
1,13,385,990
1,14,210,680
2,0,284,428
2,1,190,263
2,2,122,366
2,3,180,418
2,4,592,887
2,5,289,399
2,6,58,429
2,7,97,413
2,8,425,922
2,9,652,837
2,10,52,87
2,11,166,328
2,12,609,618
2,13,83,736
2,14,44,837
3,0,174,226
3,1,89,367
3,2,15,541
3,3,219,275
3,4,16,84
3,5,447,515
3,6,411,599
3,7,168,308
3,8,826,857
3,9,807,934
3,10,101,144
3,11,138,889
3,12,647,877
3,13,51,881
3,14,632,730
4,0,62,537
4,1,213,379
4,2,121,137
4,3,83,545
4,4,18,631
4,5,583,908
4,6,551,979
4,7,803,893
4,8,49,850
4,9,57,402
4,10,816,947
4,11,336,657
4,12,526,583
4,13,267,883
4,14,507,782
5,0,159,186
5,1,134,481
5,2,707,746
5,3,200,202
5,4,567,607
5,5,113,795
5,6,679,713
5,7,312,752
5,8,440,840
5,9,53,230
5,10,769,965
5,11,170,670
5,12,827,834
5,13,168,961
5,14,627,707
6,0,386,513
6,1,303,500
6,2,955,993
6,3,244,452
6,4,597,953
6,5,372,695
6,6,52,458
6,7,416,641
6,8,258,809
6,9,739,755
6,10,133,246
6,11,316,333
6,12,878,884
6,13,209,340
6,14,371,996
7,0,272,815
7,1,273,772
7,2,166,826
7,3,184,617
7,4,82,457
7,5,643,997
7,6,73,870
7,7,3,566
7,8,190,923
7,9,192,610
7,10,662,869
7,11,157,533
7,12,304,699
7,13,873,942
7,14,845,915
8,0,144,372
8,1,20,341
8,2,263,975
8,3,848,1000
8,4,616,917
8,5,352,629
8,6,443,523
8,7,214,338
8,8,618,778
8,9,14,191
8,10,714,895
8,11,562,778
8,12,491,985
8,13,558,737
8,14,689,977
9,0,357,974
9,1,25,61
9,2,25,799
9,3,506,893
9,4,263,935
9,5,82,568
9,6,184,202
9,7,107,313
9,8,322,851
9,9,311,800
9,10,185,851
9,11,56,398
9,12,83,104
9,13,545,644
9,14,687,719
10,0,326,365
10,1,115,983
10,2,37,752
10,3,165,442
10,4,130,629
10,5,79,191
10,6,4,632
10,7,67,740
10,8,398,758
10,9,246,690
10,10,0,211
10,11,519,769
10,12,670,820
10,13,449,983
10,14,173,216
11,0,949,951
11,1,111,260
11,2,297,913
11,3,551,662
11,4,621,691
11,5,466,866
11,6,300,907
11,7,742,806
11,8,134,142
11,9,283,656
11,10,675,733
11,11,97,979
11,12,3,381
11,13,214,357
11,14,227,263
12,0,268,840
12,1,599,628
12,2,544,639
12,3,5,52
12,4,86,990
12,5,194,334
12,6,554,618
12,7,207,252
12,8,914,1000
12,9,267,717
12,10,58,994
12,11,845,903
12,12,0,612
12,13,181,764
12,14,254,463
13,0,408,980
13,1,357,499
13,2,51,948
13,3,286,329
13,4,691,932
13,5,857,934
13,6,619,729
13,7,386,625
13,8,430,682
13,9,363,575
13,10,512,698
13,11,290,581
13,12,35,556
13,13,84,782
13,14,609,884
14,0,208,656
14,1,186,727
14,2,196,921
14,3,456,827
14,4,34,764
14,5,287,647
14,6,258,588
14,7,25,224
14,8,591,936
14,9,346,554
14,10,12,100
14,11,168,725
14,12,476,935
14,13,269,585
14,14,114,121
# Tariff
# Time,MinTariff,MaxTariff
0,582,819
1,881,924
2,525,987
3,14,199
4,328,567
5,295,908
6,758,842
7,476,664
8,245,516
9,454,583
10,832,999
11,262,770
12,185,332
13,761,996
14,377,500
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,246,990
0,1,186,203
0,2,528,977
0,3,293,621
0,4,898,958
0,5,342,361
0,6,45,499
0,7,44,213
0,8,113,900
0,9,334,991
0,10,517,744
0,11,257,592
0,12,669,830
0,13,144,555
0,14,383,490
1,0,359,861
1,1,263,615
1,2,228,412
1,3,560,735
1,4,789,902
1,5,36,349
1,6,199,479
1,7,49,983
1,8,657,686
1,9,451,996
1,10,178,653
1,11,270,984
1,12,374,712
1,13,62,210
1,14,491,537
2,0,433,944
2,1,373,805
2,2,250,611
2,3,414,750
2,4,720,993
2,5,490,678
2,6,345,650
2,7,685,948
2,8,174,792
2,9,201,666
2,10,436,732
2,11,782,814
2,12,49,662
2,13,322,465
2,14,251,769
3,0,434,659
3,1,68,812
3,2,92,748
3,3,587,765
3,4,424,886
3,5,753,960
3,6,607,700
3,7,404,877
3,8,158,768
3,9,169,310
3,10,123,397
3,11,466,826
3,12,114,129
3,13,124,977
3,14,797,973
4,0,603,768
4,1,321,966
4,2,69,697
4,3,216,993
4,4,720,874
4,5,500,914
4,6,140,986
4,7,201,625
4,8,464,839
4,9,357,359
4,10,275,330
4,11,137,372
4,12,322,483
4,13,82,873
4,14,268,653
5,0,416,843
5,1,578,745
5,2,71,621
5,3,634,638
5,4,551,770
5,5,68,594
5,6,92,288
5,7,192,418
5,8,657,928
5,9,283,354
5,10,166,252
5,11,661,858
5,12,408,751
5,13,446,656
5,14,164,478
6,0,468,675
6,1,481,772
6,2,141,710
6,3,112,471
6,4,389,554
6,5,359,612
6,6,535,921
6,7,268,286
6,8,160,753
6,9,206,404
6,10,523,717
6,11,515,902
6,12,471,662
6,13,329,515
6,14,184,484
7,0,663,993
7,1,1,611
7,2,370,687
7,3,597,843
7,4,346,954
7,5,297,372
7,6,322,405
7,7,491,608
7,8,574,648
7,9,116,524
7,10,17,890
7,11,66,284
7,12,84,219
7,13,199,363
7,14,228,243
8,0,76,573
8,1,28,202
8,2,642,750
8,3,286,804
