# nConsumer,nTime,nTariffIneq,nUtilIneq
5,5,1,5
# Wholesale prices
# Time,Price
0,270
1,288
2,20
3,340
4,105
# Total load
# Consumer,MinTotal,MaxTotal
0,2300,2702
1,2323,2559
2,1206,2608
3,2928,3166
4,1490,2408
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,153,751
0,1,246,281
0,2,279,888
0,3,691,947
0,4,249,941
1,0,663,761
1,1,444,504
1,2,551,741
1,3,159,272
1,4,386,432
2,0,126,680
2,1,554,678
2,2,55,399
2,3,246,683
2,4,189,652
3,0,819,935
3,1,822,959
3,2,40,509
3,3,160,908
3,4,136,806
4,0,81,575
4,1,168,203
4,2,146,583
4,3,75,444
4,4,468,937
# Tariff
# Time,MinTariff,MaxTariff
0,444,813
1,78,473
2,889,898
3,160,854
4,252,838
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,168,373
0,1,554,970
0,2,480,842
0,3,587,968
0,4,56,543
1,0,311,412
1,1,666,735
1,2,225,556
1,3,736,934
1,4,420,686
2,0,160,833
2,1,294,952
2,2,126,327
2,3,214,313
2,4,221,561
3,0,707,775
3,1,132,738
3,2,88,369
3,3,65,306
3,4,99,815
4,0,42,224
4,1,308,690
4,2,175,278
4,3,5,795
4,4,461,886
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,11886,5,10,2,5,10
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,11344,4,3,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7612,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13271,0,0,0,0,0,0,0,0,0,0,6,3,5,5,8,0,0,0,0,0,0,0,0,0,0
3,12529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,10,1,0,0,0,0,0
4,22456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,10,10
