# nConsumer,nTime,nTariffIneq,nUtilIneq
15,15,1,15
# Wholesale prices
# Time,Price
0,244
1,227
2,187
3,309
4,219
5,356
6,43
7,29
8,440
9,243
10,383
11,205
12,187
13,469
14,274
# Total load
# Consumer,MinTotal,MaxTotal
0,7535,8086
1,7941,8711
2,6929,7580
3,4338,7353
4,4933,8215
5,5460,9156
6,6844,9439
7,8209,8892
8,5135,6631
9,5344,5719
10,5637,8641
11,4620,8499
12,5304,9533
13,5827,9109
14,5425,7276
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,17,370
0,1,104,856
0,2,554,677
0,3,249,519
0,4,178,180
0,5,883,958
0,6,308,780
0,7,133,528
0,8,403,757
0,9,233,437
0,10,330,584
0,11,34,333
0,12,297,354
0,13,391,559
0,14,940,962
1,0,223,814
1,1,397,464
1,2,32,165
1,3,664,871
1,4,61,763
1,5,609,833
1,6,498,990
1,7,336,764
1,8,448,900
1,9,46,978
1,10,35,791
1,11,104,876
1,12,240,444
1,13,216,363
1,14,214,396
2,0,214,427
2,1,19,728
2,2,396,690
2,3,566,609
2,4,288,772
2,5,547,628
2,6,462,877
2,7,309,467
2,8,201,896
2,9,10,829
2,10,351,472
2,11,410,530
2,12,134,357
2,13,181,646
2,14,687,886
3,0,356,896
3,1,71,243
3,2,438,736
3,3,365,738
3,4,137,848
3,5,25,285
3,6,473,761
3,7,381,402
3,8,235,495
3,9,502,756
3,10,59,807
3,11,374,645
3,12,755,815
3,13,99,519
3,14,134,786
4,0,666,939
4,1,517,848
4,2,585,946
4,3,20,207
4,4,55,993
4,5,162,971
4,6,570,629
4,7,210,793
4,8,390,962
4,9,269,598
4,10,224,649
4,11,385,779
4,12,117,164
4,13,214,592
4,14,353,633
5,0,520,909
5,1,15,733
5,2,61,71
5,3,393,707
5,4,357,751
5,5,320,654
5,6,246,853
5,7,507,981
5,8,512,529
5,9,68,197
5,10,918,969
5,11,261,383
5,12,16,364
5,13,565,597
5,14,683,781
6,0,158,892
6,1,709,712
6,2,580,820
6,3,488,519
6,4,753,903
6,5,22,112
6,6,660,681
6,7,517,795
6,8,152,618
6,9,98,272
6,10,728,965
6,11,274,638
6,12,27,154
6,13,55,722
6,14,189,862
7,0,183,447
7,1,197,466
7,2,503,563
7,3,287,514
7,4,171,996
7,5,138,688
7,6,744,998
7,7,337,695
7,8,142,312
7,9,715,719
7,10,499,601
7,11,315,404
7,12,520,660
7,13,171,961
7,14,762,858
8,0,194,766
8,1,375,548
8,2,492,551
8,3,23,735
8,4,505,587
8,5,275,284
8,6,255,305
8,7,202,880
8,8,911,935
8,9,149,400
8,10,344,554
8,11,220,630
8,12,383,435
8,13,458,868
8,14,388,443
9,0,647,929
9,1,224,815
9,2,511,803
9,3,850,941
9,4,341,559
9,5,264,925
9,6,165,724
9,7,568,629
9,8,325,339
9,9,108,589
9,10,98,269
9,11,785,956
9,12,232,779
9,13,83,623
9,14,108,474
10,0,241,722
10,1,148,297
10,2,466,720
10,3,465,553
10,4,101,385
10,5,876,910
10,6,572,740
10,7,780,938
10,8,237,920
10,9,6,256
10,10,6,898
10,11,367,814
10,12,363,710
10,13,311,762
10,14,441,840
11,0,483,625
11,1,223,610
11,2,739,783
11,3,808,816
11,4,209,534
11,5,141,420
11,6,406,486
11,7,380,800
11,8,288,969
11,9,1,786
11,10,505,562
11,11,109,320
11,12,189,270
11,13,62,743
11,14,80,167
12,0,124,444
12,1,738,874
12,2,246,846
12,3,794,905
12,4,175,934
12,5,715,724
12,6,204,217
12,7,209,960
12,8,97,837
12,9,317,436
12,10,114,938
12,11,182,836
12,12,41,557
12,13,235,634
12,14,608,833
13,0,217,523
13,1,821,975
13,2,167,416
13,3,359,379
13,4,75,905
13,5,356,769
13,6,376,745
13,7,333,734
13,8,431,461
13,9,92,454
13,10,525,739
13,11,119,248
13,12,510,816
13,13,568,587
13,14,517,974
14,0,562,661
14,1,345,661
14,2,11,89
14,3,661,755
14,4,308,360
14,5,8,487
14,6,67,222
14,7,404,900
14,8,710,849
14,9,331,439
14,10,222,375
14,11,221,736
14,12,107,855
14,13,626,867
14,14,98,451
# Tariff
# Time,MinTariff,MaxTariff
0,293,569
1,118,785
2,671,994
3,292,293
4,8,372
5,178,351
6,392,409
7,241,289
8,343,907
9,100,453
10,60,539
11,516,830
12,171,744
13,89,476
