# nConsumer,nTime,nTariffIneq,nUtilIneq
5,5,1,5
# Wholesale prices
# Time,Price
0,271
1,53
2,496
3,293
4,425
# Total load
# Consumer,MinTotal,MaxTotal
0,1897,3032
1,1496,4168
2,3486,3699
3,3966,4177
4,1959,2255
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,745,951
0,1,438,759
0,2,348,723
0,3,103,746
0,4,126,275
1,0,214,706
1,1,121,906
1,2,489,920
1,3,16,861
1,4,425,937
2,0,86,709
2,1,437,880
2,2,304,892
2,3,393,904
2,4,136,380
3,0,574,594
3,1,963,971
3,2,757,989
3,3,937,938
3,4,560,632
4,0,18,462
4,1,18,612
4,2,113,266
4,3,516,751
4,4,595,796
# Tariff
# Time,MinTariff,MaxTariff
0,87,192
1,18,515
2,93,419
3,476,596
4,406,814
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,328,619
0,1,2,37
0,2,124,590
0,3,124,504
0,4,24,856
1,0,303,502
1,1,232,827
1,2,371,892
1,3,218,510
1,4,811,886
2,0,818,894
2,1,231,947
2,2,259,506
2,3,115,197
2,4,835,973
3,0,393,545
3,1,392,972
3,2,401,888
3,3,925,988
3,4,247,784
4,0,122,555
4,1,209,415
4,2,53,79
4,3,70,952
4,4,73,351
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,15854,4,10,6,9,5
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,14927,9,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20173,0,0,0,0,0,5,3,10,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15594,0,0,0,0,0,0,0,0,0,0,7,2,1,7,7,0,0,0,0,0,0,0,0,0,0
3,20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,6,9,0,0,0,0,0
4,9377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,6,7
