# nConsumer,nTime,nTariffIneq,nUtilIneq
5,10,1,5
# Wholesale prices
# Time,Price
0,1
1,30
2,41
3,277
4,19
5,207
6,168
7,375
8,24
9,307
# Total load
# Consumer,MinTotal,MaxTotal
0,3592,3946
1,4615,5475
2,4256,5717
3,2315,5351
4,4619,5762
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,583,818
0,1,837,947
0,2,446,496
0,3,209,394
0,4,3,479
0,5,365,961
0,6,56,865
0,7,502,914
0,8,323,765
0,9,303,921
1,0,544,609
1,1,14,81
1,2,412,488
1,3,309,872
1,4,314,543
1,5,363,553
1,6,240,646
1,7,160,462
1,8,135,299
1,9,406,845
2,0,338,920
2,1,401,978
2,2,33,549
2,3,467,525
2,4,295,753
2,5,590,720
2,6,399,664
2,7,138,347
2,8,842,852
2,9,181,803
3,0,14,979
3,1,316,1000
3,2,143,611
3,3,23,975
3,4,111,740
3,5,237,725
3,6,0,905
3,7,696,812
3,8,384,481
3,9,426,777
4,0,477,532
4,1,295,521
4,2,192,980
4,3,51,653
4,4,525,836
4,5,94,209
4,6,535,768
4,7,723,973
4,8,127,160
4,9,434,912
# Tariff
# Time,MinTariff,MaxTariff
0,545,728
1,311,788
2,467,969
3,519,875
4,550,676
5,35,551
6,245,373
7,241,499
8,51,697
9,87,342
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,281,980
0,1,33,839
0,2,116,342
0,3,665,947
0,4,599,942
0,5,377,522
0,6,530,590
0,7,576,871
0,8,209,782
0,9,290,534
1,0,193,301
1,1,395,701
1,2,288,630
1,3,260,656
1,4,628,763
1,5,71,103
1,6,198,283
1,7,125,676
1,8,599,760
1,9,965,982
2,0,53,372
2,1,295,817
2,2,353,939
2,3,470,917
2,4,6,259
2,5,192,860
2,6,610,835
2,7,319,391
2,8,33,851
2,9,183,590
3,0,22,284
3,1,393,542
3,2,36,218
3,3,219,799
3,4,261,809
3,5,162,787
3,6,764,968
3,7,310,889
3,8,413,891
3,9,754,780
4,0,249,542
4,1,321,879
4,2,975,977
4,3,802,885
4,4,845,918
4,5,133,282
4,6,81,483
4,7,425,584
4,8,38,629
4,9,98,419
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,36946,9,9,6,10,9,3,0,6,0,8
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,37784,4,10,7,2,1,7,7,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25478,0,0,0,0,0,0,0,0,0,0,3,8,4,6,9,1,3,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,27333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,8,6,9,5,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,23460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,3,0,7,10,3,4,2,0,0,0,0,0,0,0,0,0,0
4,28899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,10,0,5,7,9,8,10
