# nConsumer,nTime,nTariffIneq,nUtilIneq
15,5,1,1
# Wholesale prices
# Time,Price
0,494
1,332
2,409
3,86
4,54
# Total load
# Consumer,MinTotal,MaxTotal
0,1969,2504
1,2099,3114
2,1535,2095
3,1772,2290
4,2110,3550
5,3397,3738
6,1467,3128
7,2809,3059
8,1713,2563
9,2328,3121
10,2455,2785
11,2074,2293
12,2762,3385
13,2593,3188
14,3155,3529
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,5,137
0,1,661,831
0,2,487,842
0,3,467,743
0,4,440,811
1,0,413,779
1,1,291,712
1,2,101,930
1,3,462,1000
1,4,321,907
2,0,399,468
2,1,301,401
2,2,135,576
2,3,151,259
2,4,128,515
3,0,417,701
3,1,91,526
3,2,423,669
3,3,38,526
3,4,880,985
4,0,909,918
4,1,99,298
4,2,765,874
4,3,300,864
4,4,48,554
5,0,288,802
5,1,77,668
5,2,471,690
5,3,458,915
5,4,155,842
6,0,500,783
6,1,331,569
6,2,71,507
6,3,401,765
6,4,89,423
7,0,156,903
7,1,565,610
7,2,281,715
7,3,302,611
7,4,784,834
8,0,311,355
8,1,40,472
8,2,71,490
8,3,75,774
8,4,686,916
9,0,112,609
9,1,462,960
9,2,526,937
9,3,41,339
9,4,524,640
10,0,779,917
10,1,205,661
10,2,292,467
10,3,242,424
10,4,197,692
11,0,87,307
11,1,350,533
11,2,415,829
11,3,491,591
11,4,101,324
12,0,116,961
12,1,312,744
12,2,438,466
12,3,121,918
12,4,270,797
13,0,125,246
13,1,188,914
13,2,895,973
13,3,976,994
13,4,417,755
14,0,220,822
14,1,83,706
14,2,826,924
14,3,272,705
14,4,451,468
# Tariff
# Time,MinTariff,MaxTariff
0,26,954
1,404,771
2,306,977
3,406,999
4,116,780
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,112,748
0,1,569,877
0,2,508,851
0,3,795,821
0,4,120,482
1,0,151,716
1,1,163,705
1,2,41,366
1,3,108,144
1,4,668,810
2,0,824,830
2,1,578,646
2,2,246,893
2,3,704,766
2,4,124,608
3,0,557,621
3,1,53,493
3,2,385,669
3,3,862,989
3,4,186,624
4,0,23,780
4,1,20,735
4,2,94,1000
4,3,47,375
4,4,592,899
5,0,754,764
5,1,48,741
5,2,20,313
5,3,35,952
5,4,592,679
6,0,567,846
6,1,491,785
6,2,819,846
6,3,86,136
6,4,1,474
7,0,593,636
7,1,190,328
7,2,26,558
7,3,255,842
7,4,156,255
8,0,970,998
8,1,119,404
8,2,426,862
8,3,29,840
8,4,257,333
9,0,174,796
9,1,851,896
9,2,48,245
9,3,326,698
9,4,145,430
10,0,474,650
10,1,369,641
10,2,164,816
10,3,518,881
10,4,84,481
11,0,28,35
11,1,51,744
11,2,60,680
11,3,419,754
11,4,300,899
12,0,184,956
12,1,385,516
12,2,283,372
12,3,82,213
12,4,406,691
13,0,561,856
13,1,151,353
13,2,27,249
13,3,409,935
13,4,388,490
14,0,492,681
14,1,91,710
14,2,695,870
14,3,678,843
14,4,64,537
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,4776,4,0,0,3,0
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,157011,4,6,5,2,5,2,3,10,1,10,0,3,1,7,8,8,8,1,2,1,8,1,3,7,2,1,0,7,3,4,2,4,6,4,6,10,10,2,4,7,3,9,10,10,9,10,6,9,6,9,0,10,6,3,7,6,8,6,3,3,1,9,3,4,0,3,6,4,7,4,3,1,2,4,5
