# nConsumer,nTime,nTariffIneq,nUtilIneq
15,5,1,1
# Wholesale prices
# Time,Price
0,421
1,53
2,147
3,416
4,290
# Total load
# Consumer,MinTotal,MaxTotal
0,1054,3582
1,2543,3447
2,2873,3217
3,1309,2048
4,2371,3019
5,1795,3160
6,1937,2507
7,3247,3838
8,2682,2950
9,2584,3147
10,1871,2958
11,2940,3334
12,3650,3949
13,1863,2073
14,2709,3746
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,103,884
0,1,209,450
0,2,260,917
0,3,152,956
0,4,112,823
1,0,159,470
1,1,621,934
1,2,847,888
1,3,304,782
1,4,354,802
2,0,301,408
2,1,872,885
2,2,697,853
2,3,353,436
2,4,573,971
3,0,459,1000
3,1,589,714
3,2,65,151
3,3,188,193
3,4,107,275
4,0,208,496
4,1,442,443
4,2,585,934
4,3,210,487
4,4,275,573
5,0,413,742
5,1,648,720
5,2,527,663
5,3,106,872
5,4,105,134
6,0,335,629
6,1,140,314
6,2,443,485
6,3,340,887
6,4,98,117
7,0,291,977
7,1,158,961
7,2,329,337
7,3,723,902
7,4,149,829
8,0,5,458
8,1,785,979
8,2,521,935
8,3,104,416
8,4,210,437
9,0,818,830
9,1,234,822
9,2,463,468
9,3,225,569
9,4,245,544
10,0,510,856
10,1,229,420
10,2,821,926
10,3,352,891
10,4,18,106
11,0,246,834
11,1,208,677
11,2,89,341
11,3,851,898
11,4,345,743
12,0,426,488
12,1,558,768
12,2,801,957
12,3,546,766
12,4,649,969
13,0,56,399
13,1,110,665
13,2,210,954
13,3,141,793
13,4,202,545
14,0,513,983
14,1,119,882
14,2,2,701
14,3,276,939
14,4,443,509
# Tariff
# Time,MinTariff,MaxTariff
0,363,789
1,319,840
2,73,500
3,37,961
4,384,419
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,498,936
0,1,484,802
0,2,629,754
0,3,587,709
0,4,245,526
1,0,165,894
1,1,397,455
1,2,69,962
1,3,725,949
1,4,592,821
2,0,111,294
2,1,78,838
2,2,846,867
2,3,644,918
2,4,224,509
3,0,119,598
3,1,138,988
3,2,479,505
3,3,799,813
3,4,366,658
4,0,511,738
4,1,535,878
4,2,655,740
4,3,79,220
4,4,645,908
5,0,339,799
5,1,404,981
5,2,138,529
5,3,115,892
5,4,208,617
6,0,300,829
6,1,192,588
6,2,601,800
6,3,631,728
6,4,304,314
7,0,580,652
7,1,600,905
7,2,54,913
7,3,67,810
7,4,819,849
8,0,830,896
8,1,720,746
8,2,140,824
8,3,191,923
8,4,174,896
9,0,216,413
9,1,402,406
9,2,717,883
9,3,264,818
9,4,301,990
10,0,447,640
10,1,135,745
10,2,27,50
10,3,491,848
10,4,655,853
11,0,61,737
11,1,708,892
11,2,181,762
11,3,37,909
11,4,6,955
12,0,348,630
12,1,272,882
12,2,696,872
12,3,115,822
12,4,657,912
13,0,187,552
13,1,34,586
13,2,538,617
13,3,200,446
13,4,276,451
14,0,223,791
14,1,457,917
14,2,536,753
14,3,26,877
14,4,233,681
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,18584,9,2,3,9,9
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,204962,10,3,9,3,6,8,0,4,1,3,4,10,0,9,4,9,10,0,9,2,8,7,1,10,5,1,2,4,7,1,6,7,2,0,4,8,3,5,1,5,7,10,2,9,1,2,7,6,0,7,1,5,6,10,8,4,2,10,4,5,5,6,10,2,8,9,3,7,9,2,1,6,2,6,3
