# nConsumer,nTime,nTariffIneq,nUtilIneq
15,5,1,15
# Wholesale prices
# Time,Price
0,88
1,362
2,207
3,118
4,235
# Total load
# Consumer,MinTotal,MaxTotal
0,1738,3141
1,1989,3423
2,2434,2876
3,2414,3085
4,2657,3107
5,2405,2996
6,1246,1794
7,1624,2910
8,2471,2823
9,981,2318
10,3161,3731
11,1769,2287
12,1797,2376
13,2620,2948
14,2080,2733
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,569,883
0,1,245,818
0,2,301,560
0,3,510,640
0,4,135,420
1,0,27,891
1,1,106,848
1,2,32,655
1,3,246,737
1,4,677,892
2,0,181,851
2,1,37,345
2,2,6,853
2,3,426,630
2,4,272,558
3,0,546,872
3,1,115,969
3,2,898,912
3,3,56,187
3,4,34,110
4,0,141,538
4,1,446,545
4,2,451,476
4,3,791,983
4,4,119,917
5,0,276,753
5,1,509,877
5,2,233,547
5,3,266,355
5,4,722,927
6,0,18,799
6,1,291,436
6,2,434,868
6,3,69,897
6,4,172,640
7,0,440,692
7,1,223,648
7,2,338,730
7,3,511,707
7,4,176,866
8,0,105,667
8,1,802,935
8,2,454,982
8,3,611,952
8,4,283,861
9,0,233,573
9,1,73,468
9,2,11,832
9,3,307,308
9,4,270,298
10,0,631,816
10,1,324,381
10,2,254,806
10,3,154,908
10,4,893,927
11,0,389,548
11,1,559,970
11,2,153,537
11,3,224,420
11,4,535,669
12,0,23,427
12,1,448,642
12,2,305,777
12,3,18,171
12,4,712,737
13,0,820,837
13,1,536,576
13,2,809,916
13,3,258,964
13,4,109,138
14,0,184,694
14,1,198,403
14,2,431,482
14,3,145,335
14,4,458,964
# Tariff
# Time,MinTariff,MaxTariff
0,766,896
1,818,830
2,216,822
3,402,406
4,463,717
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,225,264
0,1,544,990
0,2,851,856
0,3,229,447
0,4,745,926
1,0,352,491
1,1,18,853
1,2,732,834
1,3,61,208
1,4,89,708
2,0,898,909
2,1,743,955
2,2,488,742
2,3,348,768
2,4,882,957
3,0,766,822
3,1,649,657
3,2,399,796
3,3,552,665
3,4,210,586
4,0,200,793
4,1,202,276
4,2,472,513
4,3,223,882
4,4,2,457
5,0,26,939
5,1,443,681
5,2,862,900
5,3,848,853
5,4,333,902
6,0,130,432
6,1,8,952
6,2,907,917
6,3,244,800
6,4,463,982
7,0,171,557
7,1,85,412
7,2,157,538
7,3,231,955
7,4,217,655
8,0,503,583
8,1,214,405
8,2,473,473
8,3,258,818
8,4,656,841
9,0,311,546
9,1,710,917
9,2,246,996
9,3,123,723
9,4,211,361
10,0,355,479
10,1,518,552
10,2,447,580
10,3,21,617
10,4,287,410
11,0,167,184
11,1,6,260
11,2,326,733
11,3,488,972
11,4,153,362
12,0,382,523
12,1,84,820
12,2,50,985
12,3,25,967
12,4,469,996
13,0,8,891
13,1,520,687
13,2,58,865
13,3,344,531
13,4,422,981
14,0,711,977
14,1,199,511
14,2,288,334
14,3,725,849
14,4,153,392
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,6322,5,0,7,0,1
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
