# nConsumer,nTime,nTariffIneq,nUtilIneq
10,5,1,1
# Wholesale prices
# Time,Price
0,53
1,424
2,167
3,181
4,310
# Total load
# Consumer,MinTotal,MaxTotal
0,2544,3050
1,2001,2498
2,2458,3570
3,1196,1766
4,1578,1860
5,2563,3031
6,2162,2913
7,2803,3341
8,2321,2883
9,2829,3665
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,435,810
0,1,187,590
0,2,454,781
0,3,441,953
0,4,580,814
1,0,395,462
1,1,245,773
1,2,109,313
1,3,431,681
1,4,192,230
2,0,274,645
2,1,627,923
2,2,118,891
2,3,273,905
2,4,697,1000
3,0,195,253
3,1,263,693
3,2,429,683
3,3,188,196
3,4,116,238
4,0,406,527
4,1,573,919
4,2,0,28
4,3,218,482
4,4,156,510
5,0,89,314
5,1,737,809
5,2,224,387
5,3,606,766
5,4,249,993
6,0,286,486
6,1,315,728
6,2,338,783
6,3,571,663
6,4,381,403
7,0,614,680
7,1,206,502
7,2,731,821
7,3,225,651
7,4,608,709
8,0,320,646
8,1,527,648
8,2,391,414
8,3,826,923
8,4,326,358
9,0,356,581
9,1,568,824
9,2,763,946
9,3,131,686
9,4,492,568
# Tariff
# Time,MinTariff,MaxTariff
0,253,762
1,369,467
2,10,450
3,202,823
4,727,795
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,584,860
0,1,663,711
0,2,70,549
0,3,200,432
0,4,135,778
1,0,497,634
1,1,790,991
1,2,433,732
1,3,297,752
1,4,389,796
2,0,580,712
2,1,467,857
2,2,282,772
2,3,52,767
2,4,416,809
3,0,633,708
3,1,341,831
3,2,345,776
3,3,100,430
3,4,107,651
4,0,436,839
4,1,22,545
4,2,276,842
4,3,574,584
4,4,942,998
5,0,795,882
5,1,737,897
5,2,283,848
5,3,641,731
5,4,353,486
6,0,76,487
6,1,18,943
6,2,398,754
6,3,40,49
6,4,70,512
7,0,261,294
7,1,224,373
7,2,235,664
7,3,689,869
7,4,66,849
8,0,81,270
8,1,552,748
8,2,184,901
8,3,158,562
8,4,533,823
9,0,811,876
9,1,241,651
9,2,168,496
9,3,497,892
9,4,728,731
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,9933,0,9,6,9,0
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,145645,10,9,8,7,3,4,9,2,10,6,7,3,5,3,1,7,5,7,1,1,8,3,8,7,1,0,7,2,4,6,0,4,7,7,6,0,1,1,4,5,3,0,8,7,3,7,2,8,9,1
