# nConsumer,nTime,nTariffIneq,nUtilIneq
5,10,1,1
# Wholesale prices
# Time,Price
0,293
1,101
2,420
3,133
4,490
5,487
6,314
7,431
8,454
9,139
# Total load
# Consumer,MinTotal,MaxTotal
0,2275,3805
1,3880,6996
2,4210,5944
3,2527,4561
4,3498,6818
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,750,824
0,1,33,44
0,2,7,628
0,3,130,173
0,4,314,880
0,5,17,927
0,6,206,712
0,7,100,532
0,8,344,347
0,9,434,449
1,0,38,915
1,1,338,863
1,2,281,323
1,3,440,519
1,4,324,730
1,5,262,469
1,6,539,994
1,7,708,817
1,8,289,586
1,9,172,971
2,0,294,301
2,1,322,488
2,2,825,993
2,3,392,807
2,4,114,311
2,5,119,223
2,6,209,896
2,7,790,912
2,8,717,771
2,9,287,498
3,0,166,499
3,1,790,946
3,2,58,456
3,3,92,338
3,4,29,923
3,5,30,397
3,6,43,918
3,7,536,571
3,8,130,326
3,9,168,420
4,0,219,864
4,1,4,336
4,2,376,951
4,3,264,613
4,4,341,901
4,5,375,989
4,6,221,355
4,7,443,875
4,8,828,927
4,9,198,251
# Tariff
# Time,MinTariff,MaxTariff
0,658,665
1,137,184
2,863,963
3,604,690
4,412,427
5,572,988
6,62,696
7,272,836
8,144,631
9,592,769
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,788,948
0,1,516,740
0,2,88,696
0,3,4,683
0,4,124,203
0,5,331,575
0,6,153,517
0,7,458,809
0,8,537,802
0,9,461,604
1,0,95,244
1,1,25,416
1,2,823,858
1,3,86,434
1,4,156,983
1,5,41,752
1,6,181,300
1,7,364,688
1,8,418,533
1,9,909,915
2,0,615,641
2,1,168,196
2,2,523,981
2,3,32,348
2,4,277,990
2,5,42,299
2,6,145,902
2,7,83,368
2,8,44,339
2,9,505,957
3,0,115,976
3,1,411,993
3,2,505,667
3,3,65,962
3,4,23,796
3,5,167,911
3,6,67,392
3,7,169,435
3,8,627,974
3,9,83,157
4,0,76,970
4,1,378,659
4,2,535,700
4,3,293,845
4,4,67,378
4,5,161,570
4,6,28,292
4,7,174,251
4,8,81,690
4,9,7,430
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,26855,9,9,6,0,1,10,1,6,3,9
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,105584,8,6,1,2,7,3,2,2,8,8,8,5,7,5,8,10,1,6,10,5,8,2,4,7,1,2,10,2,9,4,8,8,10,3,6,4,5,3,7,5,2,9,6,0,1,8,9,6,9,8
