# nConsumer,nTime,nTariffIneq,nUtilIneq
15,5,1,15
# Wholesale prices
# Time,Price
0,332
1,373
2,325
3,264
4,150
# Total load
# Consumer,MinTotal,MaxTotal
0,3685,4030
1,2026,2467
2,2306,2954
3,2474,2767
4,2005,3293
5,2287,2506
6,1105,2921
7,1956,2534
8,3020,4438
9,3584,3856
10,925,1198
11,3221,3521
12,2788,3178
13,1060,2139
14,920,3315
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,639,775
0,1,317,857
0,2,560,950
0,3,899,983
0,4,277,662
1,0,492,880
1,1,656,862
1,2,64,82
1,3,437,553
1,4,318,722
2,0,630,704
2,1,312,626
2,2,336,741
2,3,186,646
2,4,224,523
3,0,499,994
3,1,252,801
3,2,274,875
3,3,806,904
3,4,340,829
4,0,177,836
4,1,177,618
4,2,456,718
4,3,61,687
4,4,98,644
5,0,700,905
5,1,21,313
5,2,246,484
5,3,289,407
5,4,374,616
6,0,2,192
6,1,213,584
6,2,290,445
6,3,195,811
6,4,484,903
7,0,427,482
7,1,578,590
7,2,85,728
7,3,373,857
7,4,365,426
8,0,266,821
8,1,292,912
8,2,950,997
8,3,650,988
8,4,404,663
9,0,170,999
9,1,116,780
9,2,112,748
9,3,569,877
9,4,508,851
10,0,440,811
10,1,7,264
10,2,151,716
10,3,163,705
10,4,41,366
11,0,321,907
11,1,223,521
11,2,824,830
11,3,578,646
11,4,246,893
12,0,128,515
12,1,472,797
12,2,557,621
12,3,53,493
12,4,385,669
13,0,880,985
13,1,15,219
13,2,23,780
13,3,20,735
13,4,94,1000
14,0,48,554
14,1,64,958
14,2,754,764
14,3,48,741
14,4,20,313
# Tariff
# Time,MinTariff,MaxTariff
0,34,744
1,120,657
2,445,530
3,461,900
4,55,402
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,37,125
0,1,100,855
0,2,644,982
0,3,561,786
0,4,69,663
1,0,215,269
1,1,42,860
1,2,576,777
1,3,211,581
1,4,382,500
2,0,56,552
2,1,108,718
2,2,34,646
2,3,81,977
2,4,86,414
3,0,608,796
3,1,101,647
3,2,932,945
3,3,133,264
3,4,60,921
4,0,58,553
4,1,635,847
4,2,135,163
4,3,261,763
4,4,578,634
5,0,337,599
5,1,564,972
5,2,286,840
5,3,278,641
5,4,478,751
6,0,314,873
6,1,626,922
6,2,785,840
6,3,638,812
6,4,299,732
7,0,378,600
7,1,230,703
7,2,347,376
7,3,266,780
7,4,626,884
8,0,664,871
8,1,599,629
8,2,35,437
8,3,26,954
8,4,771,818
9,0,107,406
9,1,5,137
9,2,661,831
9,3,487,842
9,4,467,743
10,0,120,482
10,1,413,779
10,2,291,712
10,3,101,930
10,4,462,1000
11,0,668,810
11,1,399,468
11,2,301,401
11,3,135,576
11,4,151,259
12,0,124,608
12,1,417,701
12,2,91,526
12,3,423,669
12,4,38,526
13,0,186,624
13,1,909,918
13,2,99,298
13,3,765,874
13,4,300,864
14,0,592,899
14,1,288,802
14,2,77,668
14,3,471,690
14,4,458,915
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,18037,1,9,7,6,9
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
