# nConsumer,nTime,nTariffIneq,nUtilIneq
10,15,1,10
# Wholesale prices
# Time,Price
0,363
1,136
2,238
3,306
4,93
5,56
6,236
7,115
8,169
9,225
10,389
11,68
12,280
13,257
14,260
# Total load
# Consumer,MinTotal,MaxTotal
0,7455,8949
1,5637,8123
2,5358,6477
3,6183,9931
4,6996,7831
5,7338,8123
6,5536,6405
7,6895,8464
8,6522,10519
9,3582,6426
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,487,641
0,1,424,801
0,2,183,469
0,3,87,910
0,4,648,976
0,5,95,242
0,6,746,829
0,7,427,428
0,8,123,777
0,9,42,633
0,10,399,888
0,11,403,670
0,12,401,927
0,13,537,870
0,14,481,689
1,0,731,950
1,1,527,800
1,2,804,903
1,3,405,992
1,4,99,437
1,5,283,957
1,6,292,593
1,7,350,658
1,8,95,328
1,9,101,244
1,10,124,866
1,11,341,371
1,12,554,610
1,13,124,213
1,14,66,121
2,0,268,570
2,1,401,500
2,2,275,307
2,3,66,547
2,4,58,734
2,5,404,793
2,6,351,528
2,7,273,333
2,8,762,886
2,9,53,125
2,10,52,994
2,11,72,324
2,12,79,288
2,13,237,956
2,14,195,333
3,0,127,888
3,1,59,651
3,2,861,889
3,3,87,556
3,4,254,931
3,5,696,712
3,6,641,822
3,7,545,606
3,8,518,640
3,9,131,651
3,10,227,806
3,11,376,750
3,12,464,651
3,13,350,514
3,14,454,722
4,0,606,827
4,1,410,883
4,2,237,480
4,3,84,306
4,4,61,493
4,5,515,984
4,6,142,177
4,7,38,396
4,8,509,618
4,9,533,567
4,10,767,902
4,11,108,391
4,12,145,457
4,13,644,724
4,14,494,547
5,0,131,576
5,1,284,609
5,2,877,979
5,3,15,187
5,4,253,669
5,5,228,529
5,6,513,947
5,7,748,963
5,8,10,589
5,9,315,324
5,10,194,829
5,11,251,676
5,12,279,406
5,13,629,857
5,14,431,548
6,0,94,555
6,1,42,295
6,2,202,718
6,3,310,834
6,4,633,918
6,5,19,547
6,6,744,782
6,7,176,477
6,8,776,899
6,9,387,638
6,10,510,537
6,11,235,631
6,12,604,617
6,13,128,695
6,14,186,711
7,0,95,592
7,1,126,611
7,2,401,862
7,3,601,938
7,4,11,380
7,5,180,242
7,6,560,750
