# nConsumer,nTime,nTariffIneq,nUtilIneq
15,5,1,1
# Wholesale prices
# Time,Price
0,37
1,6
2,498
3,362
4,135
# Total load
# Consumer,MinTotal,MaxTotal
0,1820,2216
1,1736,2229
2,1856,3638
3,2134,3645
4,2168,2581
5,2846,3431
6,1807,2050
7,944,1486
8,1502,2703
9,2136,3050
10,2570,3480
11,1887,2704
12,819,1334
13,2233,3344
14,1870,3154
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,118,835
0,1,355,479
0,2,518,552
0,3,447,580
0,4,21,617
1,0,636,869
1,1,167,184
1,2,6,260
1,3,326,733
1,4,488,972
2,0,7,255
2,1,382,523
2,2,84,820
2,3,50,985
2,4,25,967
3,0,313,617
3,1,8,891
3,2,520,687
3,3,58,865
3,4,344,531
4,0,209,352
4,1,711,977
4,2,199,511
4,3,288,334
4,4,725,849
5,0,522,833
5,1,88,663
5,2,432,634
5,3,691,886
5,4,248,809
6,0,682,810
6,1,68,783
6,2,281,337
6,3,16,789
6,4,332,999
7,0,5,231
7,1,21,448
7,2,63,692
7,3,787,818
7,4,131,518
8,0,158,998
8,1,139,477
8,2,39,388
8,3,401,557
8,4,392,485
9,0,617,722
9,1,376,536
9,2,14,461
9,3,34,746
9,4,445,649
10,0,298,402
10,1,37,775
10,2,317,855
10,3,950,982
10,4,561,983
11,0,69,807
11,1,215,492
11,2,42,862
11,3,64,777
11,4,211,437
12,0,141,382
12,1,56,704
12,2,108,626
12,3,336,646
12,4,81,646
13,0,414,463
13,1,608,994
13,2,101,252
13,3,875,932
13,4,264,806
14,0,180,921
14,1,553,836
14,2,618,847
14,3,135,718
14,4,261,687
# Tariff
# Time,MinTariff,MaxTariff
0,710,917
1,246,832
2,307,308
3,123,298
4,211,361
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,631,816
0,1,324,381
0,2,254,806
0,3,154,908
0,4,893,927
1,0,389,548
1,1,559,970
1,2,153,537
1,3,224,420
1,4,535,669
2,0,23,427
2,1,448,642
2,2,305,777
2,3,18,171
2,4,712,737
3,0,820,837
3,1,536,576
3,2,809,916
3,3,258,964
3,4,109,138
4,0,184,694
4,1,198,403
4,2,431,482
4,3,145,335
4,4,458,964
5,0,90,528
5,1,100,176
5,2,226,787
5,3,206,827
5,4,214,394
6,0,276,310
6,1,275,781
6,2,529,982
6,3,13,862
6,4,366,695
7,0,118,884
7,1,199,532
7,2,461,700
7,3,275,717
7,4,220,602
8,0,532,563
8,1,950,970
8,2,118,570
8,3,295,881
8,4,159,658
9,0,548,620
9,1,58,729
9,2,663,744
9,3,120,657
9,4,528,530
10,0,55,639
10,1,125,857
10,2,100,560
10,3,644,899
10,4,662,786
11,0,712,880
11,1,269,656
11,2,82,860
11,3,553,576
11,4,318,581
12,0,353,630
12,1,312,552
12,2,718,741
12,3,34,186
12,4,523,977
13,0,499,751
13,1,796,801
13,2,274,647
13,3,904,945
13,4,133,340
14,0,177,222
14,1,58,177
14,2,456,635
14,3,61,163
14,4,644,763
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,15911,6,9,4,7,9
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,221549,3,3,0,6,10,2,5,3,9,3,4,3,7,4,6,5,8,7,7,0,2,3,9,6,2,10,6,3,4,9,8,2,8,8,7,9,5,8,3,10,0,4,5,6,4,6,6,2,7,8,0,3,4,9,4,8,2,4,4,6,9,2,5,2,9,9,7,10,3,6,6,10,10,4,0
