# nConsumer,nTime,nTariffIneq,nUtilIneq
10,5,1,1
# Wholesale prices
# Time,Price
0,349
1,76
2,246
3,434
4,176
# Total load
# Consumer,MinTotal,MaxTotal
0,2443,3275
1,1411,1901
2,3086,3505
3,2193,3410
4,1642,1933
5,2855,3191
6,1254,2234
7,2462,3221
8,2549,2780
9,1899,2988
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,314,596
0,1,809,937
0,2,181,419
0,3,455,948
0,4,125,487
1,0,71,925
1,1,435,706
1,2,32,300
1,3,265,800
1,4,587,670
2,0,351,393
2,1,393,955
2,2,504,999
2,3,264,703
2,4,755,798
3,0,414,742
3,1,142,782
3,2,517,948
3,3,368,623
3,4,329,819
4,0,517,544
4,1,479,529
4,2,63,985
4,3,443,712
4,4,95,680
5,0,560,873
5,1,323,815
5,2,89,850
5,3,207,266
5,4,481,611
6,0,295,678
6,1,8,339
6,2,59,753
6,3,154,459
6,4,137,658
7,0,521,921
7,1,263,843
7,2,160,927
7,3,50,952
7,4,669,890
8,0,133,914
8,1,740,782
8,2,1,698
8,3,95,668
8,4,279,479
9,0,262,278
9,1,18,561
9,2,345,898
9,3,443,747
9,4,467,930
# Tariff
# Time,MinTariff,MaxTariff
0,484,677
1,78,82
2,226,756
3,228,524
4,74,803
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,460,466
0,1,582,738
0,2,431,756
0,3,11,758
0,4,138,527
1,0,248,870
1,1,144,763
1,2,34,55
1,3,101,984
1,4,23,26
2,0,169,595
2,1,111,323
2,2,273,311
2,3,390,530
2,4,773,966
3,0,185,993
3,1,137,488
3,2,273,400
3,3,187,483
3,4,547,797
4,0,480,995
4,1,489,764
4,2,543,828
4,3,38,174
4,4,455,809
5,0,399,909
5,1,459,625
5,2,317,379
5,3,689,728
5,4,653,934
6,0,511,582
6,1,422,629
6,2,137,841
6,3,388,927
6,4,191,761
7,0,537,944
7,1,382,720
7,2,281,578
7,3,539,811
7,4,54,705
8,0,76,400
8,1,366,825
8,2,396,405
8,3,174,614
8,4,137,519
9,0,237,716
9,1,514,558
9,2,394,986
9,3,323,798
9,4,216,930
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,9630,3,1,10,0,9
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,83813,0,8,4,0,8,3,5,9,2,9,9,1,9,1,5,7,1,8,5,7,6,7,7,1,6,2,5,10,1,4,1,7,7,4,1,4,10,0,3,4,4,7,4,3,4,5,2,7,7,7
