# nConsumer,nTime,nTariffIneq,nUtilIneq
5,5,1,1
# Wholesale prices
# Time,Price
0,40
1,27
2,198
3,464
4,448
# Total load
# Consumer,MinTotal,MaxTotal
0,1627,2512
1,970,1457
2,3061,3591
3,2120,2460
4,1100,2372
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,62,967
0,1,219,455
0,2,580,855
0,3,62,66
0,4,116,646
1,0,24,495
1,1,252,433
1,2,31,281
1,3,349,894
1,4,8,780
2,0,307,883
2,1,120,862
2,2,117,385
2,3,731,966
2,4,490,958
3,0,309,405
3,1,234,805
3,2,159,628
3,3,323,573
3,4,252,439
4,0,122,136
4,1,404,637
4,2,4,539
4,3,189,641
4,4,283,339
# Tariff
# Time,MinTariff,MaxTariff
0,538,614
1,264,546
2,523,766
3,532,580
4,756,785
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,80,297
0,1,539,547
0,2,542,837
0,3,1,859
0,4,441,879
1,0,123,901
1,1,240,370
1,2,47,105
1,3,152,397
1,4,244,945
2,0,13,166
2,1,304,452
2,2,514,769
2,3,511,911
2,4,191,584
3,0,673,955
3,1,127,960
3,2,27,481
3,3,4,925
3,4,187,250
4,0,453,860
4,1,845,869
4,2,383,923
4,3,239,496
4,4,80,120
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,22693,9,7,5,9,10
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,32792,7,7,2,8,1,1,4,6,3,7,3,10,3,0,9,9,4,2,8,4,3,1,9,4,9
