# nConsumer,nTime,nTariffIneq,nUtilIneq
5,15,1,1
# Wholesale prices
# Time,Price
0,54
1,141
2,377
3,261
4,323
5,263
6,475
7,298
8,163
9,367
10,458
11,460
12,115
13,364
14,408
# Total load
# Consumer,MinTotal,MaxTotal
0,9578,10876
1,5934,7455
2,7088,9687
3,2985,7338
4,5304,7559
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,137,724
0,1,493,684
0,2,856,955
0,3,165,938
0,4,262,895
0,5,815,912
0,6,317,816
0,7,730,884
0,8,659,697
0,9,514,565
0,10,549,995
0,11,454,461
0,12,562,574
0,13,717,948
0,14,612,854
1,0,549,878
1,1,154,185
1,2,493,998
1,3,355,426
1,4,295,493
1,5,242,291
1,6,10,252
1,7,7,801
1,8,419,617
1,9,915,926
1,10,56,497
1,11,734,825
1,12,129,592
1,13,180,732
1,14,660,812
2,0,634,815
2,1,319,645
2,2,684,814
2,3,524,754
2,4,6,331
2,5,259,699
2,6,850,938
2,7,131,744
2,8,462,735
2,9,397,641
2,10,516,879
2,11,228,236
2,12,72,441
2,13,539,790
2,14,879,891
3,0,36,718
3,1,284,804
3,2,74,81
3,3,136,590
3,4,144,865
3,5,120,695
3,6,353,548
3,7,27,659
3,8,234,303
3,9,287,826
3,10,10,987
3,11,625,948
3,12,108,433
3,13,117,526
3,14,232,324
4,0,173,458
4,1,386,980
4,2,687,847
4,3,292,662
4,4,224,301
4,5,773,988
4,6,82,427
4,7,413,801
4,8,329,650
4,9,807,919
4,10,102,492
4,11,95,330
4,12,71,948
4,13,544,994
4,14,12,111
# Tariff
# Time,MinTariff,MaxTariff
0,288,783
1,574,965
2,901,924
3,426,581
4,232,843
5,537,995
6,658,839
7,179,616
8,331,714
9,0,386
10,112,496
11,337,989
12,809,926
13,952,997
14,551,786
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,191,819
0,1,159,876
0,2,101,708
0,3,40,80
0,4,190,857
0,5,70,794
0,6,145,459
0,7,171,834
0,8,501,835
0,9,156,788
0,10,404,653
0,11,711,807
0,12,39,393
0,13,53,441
0,14,205,449
1,0,620,768
1,1,515,815
1,2,522,895
1,3,105,918
1,4,658,834
1,5,13,225
1,6,470,596
1,7,757,978
1,8,242,552
1,9,15,935
1,10,211,255
1,11,177,430
1,12,525,979
1,13,65,594
1,14,218,596
2,0,715,797
2,1,160,270
2,2,343,421
2,3,467,828
2,4,426,515
2,5,176,653
2,6,341,361
2,7,304,512
2,8,29,730
2,9,116,796
2,10,194,679
2,11,46,833
2,12,77,985
2,13,218,923
2,14,523,847
3,0,914,996
3,1,517,856
3,2,170,590
3,3,458,617
3,4,31,745
3,5,565,776
3,6,793,978
3,7,62,503
3,8,586,655
3,9,520,718
3,10,287,317
3,11,46,394
3,12,35,945
3,13,69,578
3,14,393,939
4,0,52,374
4,1,369,722
4,2,930,958
4,3,132,254
4,4,275,277
4,5,250,418
4,6,785,954
4,7,316,529
4,8,188,635
4,9,557,643
4,10,0,185
4,11,280,829
4,12,294,497
4,13,152,174
4,14,309,418
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,45866,0,2,2,0,8,6,6,10,5,3,6,7,6,8,6
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,114367,10,4,9,7,0,3,3,6,5,1,5,2,7,0,9,8,7,8,4,10,5,4,0,3,1,10,0,7,2,8,1,6,10,2,6,1,3,5,8,7,8,1,1,6,0,5,10,1,7,5,10,3,4,9,1,6,6,3,6,7,9,3,1,5,6,9,2,6,0,0,6,5,8,6,8
