# nConsumer,nTime,nTariffIneq,nUtilIneq
15,10,1,15
# Wholesale prices
# Time,Price
0,71
1,286
2,469
3,225
4,293
5,18
6,432
7,499
8,389
9,47
# Total load
# Consumer,MinTotal,MaxTotal
0,5093,5542
1,5179,6720
2,4527,6417
3,3644,5432
4,2982,4386
5,2567,2927
6,4102,4586
7,3854,5641
8,4418,4896
9,4264,4885
10,4071,4599
11,4377,4719
12,3662,3908
13,3868,5561
14,3338,3752
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,766,973
0,1,546,741
0,2,335,611
0,3,546,885
0,4,143,653
0,5,460,571
0,6,308,555
0,7,220,802
0,8,256,872
0,9,265,374
1,0,366,446
1,1,568,778
1,2,183,602
1,3,767,938
1,4,41,970
1,5,475,737
1,6,141,803
1,7,254,929
1,8,106,136
1,9,789,839
2,0,439,863
2,1,312,470
2,2,341,881
2,3,644,955
2,4,183,203
2,5,157,374
2,6,377,388
2,7,583,589
2,8,182,692
2,9,472,964
3,0,666,813
3,1,241,925
3,2,632,799
3,3,80,874
3,4,163,292
3,5,279,954
3,6,350,698
3,7,90,609
3,8,103,499
3,9,222,841
4,0,43,230
4,1,64,551
4,2,864,888
4,3,363,517
4,4,426,849
4,5,227,328
4,6,242,672
4,7,78,680
4,8,223,536
4,9,373,862
5,0,901,959
5,1,474,744
5,2,325,590
5,3,6,822
5,4,162,718
5,5,156,937
5,6,104,523
5,7,44,309
5,8,14,515
5,9,17,346
6,0,175,339
6,1,405,650
6,2,26,715
6,3,42,537
6,4,37,889
6,5,666,700
6,6,131,804
6,7,4,546
6,8,9,408
6,9,221,737
7,0,182,977
7,1,285,597
7,2,101,493
7,3,555,578
7,4,480,898
7,5,882,891
7,6,225,648
7,7,131,316
7,8,24,413
7,9,511,912
8,0,543,703
8,1,479,727
8,2,66,78
8,3,565,804
8,4,341,750
8,5,141,633
8,6,182,362
8,7,188,190
8,8,639,825
8,9,101,658
9,0,41,71
9,1,281,580
9,2,40,53
9,3,924,984
9,4,150,383
9,5,295,754
9,6,155,636
9,7,127,673
9,8,726,849
9,9,593,802
10,0,170,932
10,1,576,748
10,2,772,998
10,3,50,430
10,4,518,970
10,5,123,586
10,6,160,562
10,7,40,519
10,8,78,499
10,9,79,119
11,0,359,374
11,1,378,840
11,2,326,539
11,3,859,925
11,4,520,726
11,5,618,693
11,6,196,456
11,7,188,929
11,8,248,269
11,9,770,832
12,0,563,581
12,1,48,115
12,2,511,876
12,3,86,298
12,4,369,890
12,5,106,907
12,6,126,277
12,7,711,714
12,8,56,826
12,9,237,583
13,0,79,932
13,1,770,801
13,2,71,980
13,3,517,746
13,4,728,788
13,5,301,928
13,6,110,208
13,7,139,909
13,8,100,689
13,9,484,497
14,0,281,303
14,1,14,16
14,2,751,930
14,3,76,530
14,4,152,637
14,5,386,920
14,6,377,755
14,7,46,346
14,8,264,431
14,9,581,929
# Tariff
# Time,MinTariff,MaxTariff
0,505,710
1,36,549
2,723,822
3,490,646
4,593,739
5,44,510
6,74,85
7,332,471
8,350,414
9,307,698
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,180,706
0,1,312,778
0,2,138,917
0,3,194,871
0,4,232,805
0,5,685,765
0,6,189,394
0,7,179,487
0,8,57,704
0,9,207,395
1,0,570,820
1,1,238,384
1,2,76,203
1,3,199,629
1,4,95,885
1,5,647,923
1,6,302,573
1,7,214,676
1,8,78,141
1,9,352,972
2,0,100,853
2,1,341,526
2,2,217,479
2,3,536,762
2,4,407,730
2,5,3,383
2,6,285,527
2,7,333,876
2,8,49,205
2,9,221,766
3,0,212,573
3,1,486,492
3,2,873,962
3,3,92,332
3,4,229,672
3,5,139,173
3,6,492,750
3,7,526,778
3,8,150,850
3,9,472,886
4,0,612,955
4,1,723,901
4,2,209,384
4,3,190,932
4,4,382,486
4,5,241,423
4,6,246,748
4,7,677,715
4,8,397,704
4,9,726,890
5,0,90,157
5,1,770,964
5,2,223,406
5,3,64,830
5,4,38,358
5,5,659,717
5,6,239,637
5,7,32,378
5,8,47,892
5,9,33,843
6,0,608,952
6,1,66,754
6,2,154,192
6,3,392,653
6,4,36,232
6,5,284,519
6,6,407,771
6,7,349,777
6,8,675,853
6,9,614,904
7,0,485,607
7,1,321,809
7,2,377,890
7,3,108,899
7,4,260,950
7,5,706,980
7,6,455,457
7,7,796,952
7,8,742,942
7,9,348,856
8,0,688,907
8,1,111,261
8,2,198,441
8,3,284,592
8,4,487,561
8,5,511,644
8,6,509,734
8,7,211,411
8,8,369,480
8,9,395,405
9,0,326,714
9,1,697,873
9,2,958,974
9,3,31,304
9,4,141,148
9,5,61,173
9,6,61,688
9,7,440,549
9,8,570,882
9,9,131,463
10,0,416,464
10,1,50,807
10,2,452,610
10,3,296,335
10,4,182,983
10,5,103,871
10,6,286,900
10,7,14,520
10,8,349,545
10,9,594,635
11,0,397,805
11,1,223,931
11,2,27,231
11,3,99,230
11,4,65,900
11,5,91,987
11,6,262,600
11,7,334,797
11,8,24,749
11,9,506,638
12,0,308,617
12,1,729,957
12,2,560,886
12,3,85,290
12,4,347,917
12,5,408,939
12,6,421,527
12,7,346,473
12,8,244,785
12,9,125,770
13,0,270,637
13,1,463,819
13,2,546,993
13,3,683,971
13,4,688,900
13,5,306,328
13,6,516,830
13,7,218,867
13,8,421,635
13,9,432,812
14,0,362,408
14,1,721,940
14,2,422,815
14,3,0,319
14,4,146,512
14,5,125,206
14,6,696,977
14,7,274,712
14,8,42,669
14,9,405,419
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,26927,4,10,6,9,4,8,0,7,0,5
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,30640,6,2,2,1,5,8,9,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29235,0,0,0,0,0,0,0,0,0,0,8,0,1,4,0,3,9,10,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,2,5,10,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,9,1,7,10,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,29065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,7,5,1,2,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,1,0,6,10,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,3,5,4,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,44165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,3,3,8,8,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,2,2,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,3,4,5,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
