# nConsumer,nTime,nTariffIneq,nUtilIneq
5,5,1,5
# Wholesale prices
# Time,Price
0,316
1,357
2,111
3,108
4,499
# Total load
# Consumer,MinTotal,MaxTotal
0,2248,2547
1,2321,3124
2,1484,2868
3,1986,2287
4,2537,3253
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,305,548
0,1,627,965
0,2,498,569
0,3,322,638
0,4,106,830
1,0,460,915
1,1,523,707
1,2,255,773
1,3,725,937
1,4,232,365
2,0,231,534
2,1,22,794
2,2,308,433
2,3,222,919
2,4,204,224
3,0,69,800
3,1,227,246
3,2,68,78
3,3,2,955
3,4,193,558
4,0,578,723
4,1,66,390
4,2,645,892
4,3,86,748
4,4,386,443
# Tariff
# Time,MinTariff,MaxTariff
0,11,86
1,472,728
2,912,995
3,174,640
4,341,503
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,494,809
0,1,619,772
0,2,422,839
0,3,55,478
0,4,468,725
1,0,57,780
1,1,320,842
1,2,549,959
1,3,63,896
1,4,547,767
2,0,360,714
2,1,380,733
2,2,104,450
2,3,144,770
2,4,488,717
3,0,59,563
3,1,537,959
3,2,171,345
3,3,490,543
3,4,425,870
4,0,158,833
4,1,688,902
4,2,347,681
4,3,556,857
4,4,149,278
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,13274,0,9,7,2,0
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,20125,8,4,9,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18689,0,0,0,0,0,1,8,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18813,0,0,0,0,0,0,0,0,0,0,5,8,9,10,2,0,0,0,0,0,0,0,0,0,0
3,15306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,7,1,0,0,0,0,0
4,10643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,3,8
