# nConsumer,nTime,nTariffIneq,nUtilIneq
5,10,1,5
# Wholesale prices
# Time,Price
0,500
1,277
2,121
3,468
4,102
5,294
6,326
7,462
8,368
9,299
# Total load
# Consumer,MinTotal,MaxTotal
0,4311,5392
1,3144,5954
2,5257,5820
3,3738,5255
4,5056,5652
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,7,526
0,1,259,793
0,2,661,990
0,3,503,686
0,4,576,971
0,5,227,946
0,6,549,890
0,7,25,326
0,8,84,143
0,9,9,343
1,0,569,689
1,1,108,252
1,2,212,642
1,3,311,779
1,4,528,776
1,5,137,753
1,6,152,996
1,7,130,925
1,8,213,510
1,9,47,322
2,0,458,907
2,1,480,699
2,2,269,759
2,3,371,962
2,4,178,918
2,5,836,995
2,6,120,191
2,7,114,472
2,8,133,193
2,9,200,838
3,0,222,586
3,1,7,46
3,2,36,388
3,3,705,757
3,4,540,867
3,5,793,834
3,6,53,574
3,7,114,492
3,8,6,148
3,9,569,664
4,0,424,997
4,1,207,641
4,2,266,340
4,3,216,370
4,4,325,852
4,5,39,771
4,6,718,962
4,7,159,685
4,8,238,378
4,9,36,148
# Tariff
# Time,MinTariff,MaxTariff
0,19,348
1,518,755
2,196,431
3,21,875
4,70,417
5,63,271
6,265,427
7,654,912
8,173,717
9,197,794
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,755,865
0,1,258,870
0,2,94,535
0,3,29,676
0,4,24,32
0,5,21,516
0,6,208,377
0,7,202,916
0,8,529,620
0,9,46,84
1,0,581,751
1,1,314,345
1,2,590,814
1,3,346,523
1,4,217,946
1,5,65,160
1,6,625,961
1,7,204,839
1,8,790,979
1,9,408,555
2,0,768,913
2,1,176,256
2,2,270,427
2,3,443,978
2,4,424,844
2,5,812,975
2,6,408,891
2,7,286,966
2,8,61,172
2,9,57,449
3,0,468,635
3,1,215,368
3,2,586,762
3,3,320,742
3,4,323,380
3,5,224,645
3,6,300,747
3,7,34,984
3,8,271,410
3,9,36,279
4,0,384,521
4,1,30,717
4,2,46,155
4,3,180,273
4,4,580,984
4,5,411,753
4,6,648,780
4,7,452,677
4,8,525,981
4,9,80,804
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,24275,7,0,9,8,6,6,0,3,6,5
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,15148,4,6,2,9,2,4,6,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29276,0,0,0,0,0,0,0,0,0,0,4,4,6,9,3,4,6,6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,7,6,5,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,8,3,8,3,2,10,0,0,0,0,0,0,0,0,0,0
4,8977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,10,0,2,2,4,0,3
