# nConsumer,nTime,nTariffIneq,nUtilIneq
10,15,1,10
# Wholesale prices
# Time,Price
0,146
1,269
2,450
3,303
4,78
5,318
6,416
7,95
8,87
9,133
10,271
11,297
12,409
13,484
14,416
# Total load
# Consumer,MinTotal,MaxTotal
0,5647,6591
1,5293,6344
2,6600,7464
3,8382,10552
4,7146,7817
5,3322,5577
6,7678,9365
7,7709,9771
8,7307,9264
9,6228,7561
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,405,776
0,1,272,876
0,2,348,780
0,3,54,280
0,4,516,800
0,5,382,610
0,6,74,413
0,7,355,357
0,8,831,920
0,9,77,497
0,10,364,532
0,11,234,240
0,12,518,662
0,13,299,333
0,14,512,635
1,0,259,886
1,1,143,252
1,2,191,256
1,3,118,648
1,4,421,908
1,5,875,971
1,6,329,925
1,7,63,279
1,8,58,108
1,9,252,601
1,10,231,243
1,11,473,666
1,12,319,454
1,13,230,593
1,14,85,694
2,0,332,756
2,1,320,363
2,2,671,944
2,3,241,991
2,4,341,771
2,5,315,598
2,6,797,929
2,7,5,721
2,8,82,271
2,9,332,688
2,10,65,921
2,11,319,718
2,12,14,311
2,13,484,858
2,14,586,770
3,0,715,880
3,1,431,824
3,2,682,862
3,3,395,845
3,4,773,921
3,5,68,224
3,6,391,451
3,7,171,407
3,8,541,955
3,9,410,536
3,10,316,940
3,11,766,964
3,12,751,842
3,13,400,809
3,14,450,847
4,0,488,587
4,1,347,379
4,2,730,771
4,3,476,915
4,4,278,372
4,5,19,96
4,6,299,814
4,7,679,936
4,8,481,861
4,9,348,827
4,10,98,899
4,11,452,954
4,12,305,427
4,13,204,569
4,14,502,986
5,0,2,810
5,1,216,933
5,2,107,298
5,3,136,359
5,4,302,603
5,5,175,759
5,6,161,686
5,7,140,835
5,8,31,816
5,9,159,998
5,10,290,293
5,11,692,699
5,12,293,468
5,13,315,519
5,14,271,315
6,0,250,512
6,1,385,717
6,2,273,819
6,3,361,951
6,4,637,876
6,5,109,559
6,6,6,221
6,7,131,395
6,8,393,549
6,9,136,266
6,10,333,621
6,11,157,722
6,12,247,934
6,13,494,667
6,14,787,828
7,0,25,657
7,1,300,904
7,2,356,379
7,3,328,523
7,4,73,718
7,5,101,360
7,6,422,975
