# nConsumer,nTime,nTariffIneq,nUtilIneq
15,5,1,15
# Wholesale prices
# Time,Price
0,397
1,160
2,167
3,410
4,93
# Total load
# Consumer,MinTotal,MaxTotal
0,2199,2824
1,2614,3314
2,1812,2379
3,2196,2763
4,2784,3170
5,1688,3283
6,2640,2937
7,2295,2581
8,2248,3043
9,1761,2516
10,1136,3125
11,3116,3364
12,3480,3909
13,2743,3050
14,2557,2974
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,756,882
0,1,38,540
0,2,394,638
0,3,633,875
0,4,184,211
1,0,176,816
1,1,474,942
1,2,378,884
1,3,761,780
1,4,31,76
2,0,966,971
2,1,72,411
2,2,24,334
2,3,461,769
2,4,229,568
3,0,640,972
3,1,503,605
3,2,186,234
3,3,663,706
3,4,236,473
4,0,759,811
4,1,472,913
4,2,492,914
4,3,322,714
4,4,181,190
5,0,169,955
5,1,283,327
5,2,166,928
5,3,448,971
5,4,338,464
6,0,524,530
6,1,477,520
6,2,324,568
6,3,346,750
6,4,205,882
7,0,92,96
7,1,477,866
7,2,549,752
7,3,509,612
7,4,236,808
8,0,706,738
8,1,47,921
8,2,336,521
8,3,764,995
8,4,96,234
9,0,271,597
9,1,642,700
9,2,201,301
9,3,129,169
9,4,144,924
10,0,104,840
10,1,73,500
10,2,37,579
10,3,103,884
10,4,209,450
11,0,629,754
11,1,587,709
11,2,245,526
11,3,159,470
11,4,621,934
12,0,69,962
12,1,725,949
12,2,592,821
12,3,301,408
12,4,872,885
13,0,846,867
13,1,644,918
13,2,224,509
13,3,459,1000
13,4,589,714
14,0,479,505
14,1,799,813
14,2,366,658
14,3,208,496
14,4,442,443
# Tariff
# Time,MinTariff,MaxTariff
0,672,695
1,359,481
2,6,593
3,688,810
4,244,434
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,286,572
0,1,860,980
0,2,203,576
0,3,656,976
0,4,199,469
1,0,212,401
1,1,524,823
1,2,207,263
1,3,206,275
1,4,726,732
2,0,848,901
2,1,341,666
2,2,325,363
2,3,775,804
2,4,112,408
3,0,338,455
3,1,63,850
3,2,246,943
3,3,551,799
3,4,918,968
4,0,890,922
4,1,225,858
4,2,87,161
4,3,436,830
4,4,99,288
5,0,524,552
5,1,360,845
5,2,394,969
5,3,215,832
5,4,608,747
6,0,929,963
6,1,458,937
6,2,44,92
6,3,245,407
6,4,19,971
7,0,189,851
7,1,733,837
7,2,363,735
7,3,350,437
7,4,469,766
8,0,95,935
8,1,66,448
8,2,537,814
8,3,213,646
8,4,307,456
9,0,207,705
9,1,55,251
9,2,107,611
9,3,451,886
9,4,243,842
10,0,292,319
10,1,832,961
10,2,384,419
10,3,498,936
10,4,484,802
11,0,152,956
11,1,112,823
11,2,99,829
11,3,165,894
11,4,397,455
12,0,304,782
12,1,354,802
12,2,225,668
12,3,111,294
12,4,78,838
13,0,353,436
13,1,573,971
13,2,233,424
13,3,119,598
13,4,138,988
14,0,188,193
14,1,107,275
14,2,1,583
14,3,511,738
14,4,535,878
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,9933,7,8,5,2,0
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
