# nConsumer,nTime,nTariffIneq,nUtilIneq
10,5,1,1
# Wholesale prices
# Time,Price
0,243
1,109
2,106
3,23
4,199
# Total load
# Consumer,MinTotal,MaxTotal
0,2308,2580
1,1955,3125
2,1139,2020
3,2389,3541
4,2893,3244
5,2951,3849
6,1523,3125
7,3014,3398
8,1442,1814
9,2108,3183
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,40,683
0,1,542,681
0,2,769,863
0,3,234,704
0,4,152,261
1,0,288,867
1,1,743,863
1,2,56,782
1,3,245,816
1,4,43,503
2,0,65,409
2,1,260,522
2,2,37,46
2,3,357,385
2,4,86,703
3,0,969,997
3,1,274,936
3,2,310,769
3,3,123,497
3,4,553,908
4,0,159,869
4,1,936,981
4,2,151,257
4,3,272,432
4,4,671,708
5,0,445,955
5,1,82,506
5,2,777,827
5,3,270,861
5,4,894,986
6,0,253,962
6,1,278,824
6,2,264,586
6,3,615,826
6,4,49,619
7,0,314,866
7,1,111,927
7,2,272,567
7,3,525,590
7,4,642,967
8,0,306,539
8,1,147,837
8,2,183,431
8,3,565,647
8,4,241,779
9,0,261,596
9,1,2,235
9,2,356,952
9,3,738,842
9,4,589,685
# Tariff
# Time,MinTariff,MaxTariff
0,801,990
1,443,498
2,195,717
3,2,11
4,287,602
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,673,924
0,1,133,596
0,2,348,452
0,3,167,892
0,4,280,976
1,0,812,822
1,1,277,682
1,2,258,520
1,3,112,461
1,4,396,606
2,0,188,319
2,1,397,783
2,2,34,451
2,3,206,607
2,4,141,856
3,0,634,761
3,1,11,955
3,2,486,802
3,3,421,424
3,4,699,930
4,0,247,471
4,1,56,724
4,2,366,892
4,3,300,878
4,4,126,934
5,0,177,895
5,1,379,550
5,2,511,834
5,3,63,544
5,4,64,684
6,0,46,861
6,1,407,789
6,2,320,651
6,3,514,913
6,4,85,589
7,0,163,386
7,1,680,959
7,2,265,662
7,3,905,965
7,4,342,875
8,0,581,906
8,1,450,573
8,2,70,475
8,3,570,834
8,4,322,524
9,0,236,472
9,1,362,603
9,2,112,382
9,3,371,656
9,4,344,789
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,9601,0,3,9,6,10
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,125525,1,6,9,3,5,8,3,5,8,3,9,2,1,10,6,6,9,10,9,2,3,7,6,0,8,0,9,7,0,0,2,9,2,9,4,3,10,10,5,2,3,0,7,2,6,3,3,10,3,7
