# nConsumer,nTime,nTariffIneq,nUtilIneq
15,5,1,1
# Wholesale prices
# Time,Price
0,175
1,430
2,369
3,258
4,365
# Total load
# Consumer,MinTotal,MaxTotal
0,3768,4054
1,1509,2072
2,2739,3688
3,2054,3071
4,2666,3622
5,2538,3219
6,1620,2737
7,2266,2714
8,2482,3106
9,2098,3263
10,3165,3561
11,1720,3250
12,3397,3814
13,2241,3039
14,2677,3483
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,328,932
0,1,179,749
0,2,833,854
0,3,698,944
0,4,171,710
1,0,41,606
1,1,61,268
1,2,369,802
1,3,199,750
1,4,870,980
2,0,882,996
2,1,55,854
2,2,85,837
2,3,303,819
2,4,204,596
3,0,25,815
3,1,345,467
3,2,735,830
3,3,72,104
3,4,448,948
4,0,651,683
4,1,254,686
4,2,674,914
4,3,943,969
4,4,211,471
5,0,168,789
5,1,563,759
5,2,70,491
5,3,791,877
5,4,81,281
6,0,381,604
6,1,83,486
6,2,239,539
6,3,886,957
6,4,97,575
7,0,816,879
7,1,165,972
7,2,36,611
7,3,34,609
7,4,805,988
8,0,548,752
8,1,695,793
8,2,359,481
8,3,593,820
8,4,184,244
9,0,38,572
9,1,638,860
9,2,203,875
9,3,184,656
9,4,199,630
10,0,212,942
10,1,823,884
10,2,207,761
10,3,76,206
10,4,533,726
11,0,72,901
11,1,334,666
11,2,363,461
11,3,229,775
11,4,112,405
12,0,455,605
12,1,186,850
12,2,706,943
12,3,473,551
12,4,89,918
13,0,472,890
13,1,492,858
13,2,87,322
13,3,181,436
13,4,288,500
14,0,283,524
14,1,166,360
14,2,969,971
14,3,464,832
14,4,171,747
# Tariff
# Time,MinTariff,MaxTariff
0,614,972
1,238,957
2,175,755
3,12,344
4,36,926
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,29,520
0,1,667,857
0,2,48,374
0,3,571,623
0,4,121,462
1,0,503,914
1,1,95,318
1,2,228,861
1,3,146,214
1,4,171,953
2,0,173,672
2,1,55,588
2,2,76,590
2,3,299,920
2,4,152,917
3,0,312,931
3,1,22,137
3,2,209,748
3,3,861,929
3,4,184,346
4,0,33,803
4,1,406,925
4,2,147,238
4,3,925,982
4,4,269,917
5,0,128,281
5,1,53,654
5,2,182,715
5,3,793,954
5,4,412,893
6,0,39,237
6,1,527,613
6,2,123,647
6,3,566,591
6,4,27,806
7,0,296,388
7,1,132,140
7,2,466,867
7,3,531,629
7,4,77,767
8,0,283,492
8,1,320,672
8,2,6,332
8,3,688,810
8,4,434,756
9,0,540,980
9,1,394,576
9,2,633,976
9,3,211,469
9,4,176,258
10,0,474,524
10,1,263,378
10,2,275,780
10,3,31,732
10,4,831,971
11,0,341,411
11,1,24,325
11,2,769,804
11,3,408,568
11,4,123,640
12,0,63,503
12,1,234,246
12,2,663,799
12,3,236,968
12,4,571,759
13,0,225,913
13,1,161,914
13,2,714,830
13,3,99,190
13,4,169,641
14,0,327,845
14,1,394,928
14,2,215,448
14,3,338,608
14,4,530,794
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,15318,10,5,5,5,10
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,141416,6,0,1,8,3,2,4,2,9,10,0,7,6,1,1,9,2,9,5,9,8,6,8,8,3,5,6,4,3,8,2,8,5,4,5,8,7,1,10,0,10,4,0,5,3,5,8,10,8,7,2,1,2,5,3,3,7,6,2,7,2,7,7,0,2,2,3,1,6,1,1,9,4,1,10
