# nConsumer,nTime,nTariffIneq,nUtilIneq
10,10,1,1
# Wholesale prices
# Time,Price
0,433
1,324
2,46
3,391
4,110
5,343
6,433
7,457
8,32
9,85
# Total load
# Consumer,MinTotal,MaxTotal
0,5879,6569
1,4493,4959
2,3720,6536
3,4157,6140
4,4405,5114
5,3658,4005
6,2297,4061
7,5285,6920
8,3484,6867
9,3405,4442
# Load per period
# Consumer,Time,MinLoad,MaxLoad
0,0,136,426
0,1,23,389
0,2,810,816
0,3,660,961
0,4,503,818
0,5,522,673
0,6,179,677
0,7,800,971
0,8,678,987
0,9,122,565
1,0,175,647
1,1,285,966
1,2,104,922
1,3,96,156
1,4,173,288
1,5,521,797
1,6,603,919
1,7,33,316
1,8,453,609
1,9,571,581
2,0,151,709
2,1,660,680
2,2,467,972
2,3,615,862
2,4,290,563
2,5,114,282
2,6,211,607
2,7,11,420
2,8,756,994
2,9,455,804
3,0,559,972
3,1,571,590
3,2,337,823
3,3,418,723
3,4,437,541
3,5,251,256
3,6,13,162
3,7,320,717
3,8,818,832
3,9,106,635
4,0,39,199
4,1,352,947
4,2,351,502
4,3,758,969
4,4,704,901
4,5,598,933
4,6,434,486
4,7,342,607
4,8,511,519
4,9,349,760
5,0,46,82
5,1,49,585
5,2,104,150
5,3,451,631
5,4,552,817
5,5,461,677
5,6,375,528
5,7,117,473
5,8,19,585
5,9,23,430
6,0,170,816
6,1,383,527
6,2,167,199
6,3,49,802
6,4,89,366
6,5,852,879
6,6,214,689
6,7,178,944
6,8,40,705
6,9,250,603
7,0,68,378
7,1,100,907
7,2,510,720
7,3,594,780
7,4,211,567
7,5,69,891
7,6,387,960
7,7,434,772
7,8,139,721
7,9,311,800
8,0,390,557
8,1,360,974
8,2,9,975
8,3,132,970
8,4,72,604
8,5,365,400
8,6,655,694
8,7,50,860
8,8,429,970
8,9,18,515
9,0,11,667
9,1,57,96
9,2,78,153
9,3,364,862
9,4,232,496
9,5,53,381
9,6,97,913
9,7,255,477
9,8,581,784
9,9,274,429
# Tariff
# Time,MinTariff,MaxTariff
0,43,392
1,187,387
2,217,756
3,740,904
4,255,758
5,248,756
6,74,516
7,245,642
8,562,751
9,62,739
#Utilities
# Consumer,Time,MinUtil,MaxUtil
0,0,530,650
0,1,600,727
0,2,228,483
0,3,127,735
0,4,36,534
0,5,642,741
0,6,748,820
0,7,800,833
0,8,12,868
0,9,548,812
1,0,521,740
1,1,88,791
1,2,527,845
1,3,760,917
1,4,55,813
1,5,336,349
1,6,465,848
1,7,26,835
1,8,175,243
1,9,755,823
2,0,193,886
2,1,417,669
2,2,31,862
2,3,169,619
2,4,384,461
2,5,327,476
2,6,456,920
2,7,573,732
2,8,64,623
2,9,589,635
3,0,116,546
3,1,20,154
3,2,289,977
3,3,389,775
3,4,118,225
3,5,324,542
3,6,937,982
3,7,35,596
3,8,511,568
3,9,478,644
4,0,276,675
4,1,878,916
4,2,313,318
4,3,500,863
4,4,107,922
4,5,707,959
4,6,662,966
4,7,24,395
4,8,234,635
4,9,38,123
5,0,169,912
5,1,339,701
5,2,426,808
5,3,443,776
5,4,449,722
5,5,503,634
5,6,4,4
5,7,292,396
5,8,343,645
5,9,235,577
6,0,40,446
6,1,30,583
6,2,455,513
6,3,106,701
6,4,635,942
6,5,194,952
6,6,152,947
6,7,226,344
6,8,47,859
6,9,735,921
7,0,374,883
7,1,20,915
7,2,666,958
7,3,469,943
7,4,293,737
7,5,280,938
7,6,55,475
7,7,255,979
7,8,9,178
7,9,436,632
8,0,384,831
8,1,49,243
8,2,395,614
8,3,81,909
8,4,277,415
8,5,790,942
8,6,243,947
8,7,474,687
8,8,520,752
8,9,216,705
9,0,51,655
9,1,362,682
9,2,0,750
9,3,510,858
9,4,302,980
9,5,102,283
9,6,392,600
9,7,166,275
9,8,271,494
9,9,590,864
# Tariff inequalities: SUM(coeff_t * tariff_t) <= const
# TariffIneqID,Constant,Coeff0,Coeff1,...,Coeff_nTime-1
0,15732,3,2,7,4,5,5,10,6,9,9
# Utility inequalities: SUM(coeff_it * util_it) <= const
# UtilityIneqID,Constant,Coeff_C0T0,Coeff_C0T1,...Coeff_C0T(nTime-1),Coeff_C1T0,Coeff_C1T1,...
0,210406,1,3,0,3,6,4,0,8,4,1,8,6,4,4,2,8,1,2,6,1,4,7,9,4,5,7,1,7,7,7,10,5,1,7,9,4,2,10,5,10,9,3,9,0,1,10,2,10,0,8,3,7,8,9,3,5,3,2,8,3,8,8,1,2,4,9,2,8,8,5,1,10,5,7,1,7,6,2,2,5,4,0,7,9,3,0,2,3,4,2,9,0,6,4,0,3,1,6,10,9
